ID,Best Cluster
A_PuertoRico_8_1934_PB1_346_1821,15
A_PuertoRico_8_1934_PB1_346_1829,9
A_PuertoRico_8_1934_PB1_346_1884,9
A_PuertoRico_8_1934_PB1_346_1901,4
A_PuertoRico_8_1934_PB1_346_1906,1
A_PuertoRico_8_1934_PB1_346_1942,9
A_PuertoRico_8_1934_PB1_346_1954,4
A_PuertoRico_8_1934_PB1_346_2054,14
A_PuertoRico_8_1934_PB1_346_2071,7
A_PuertoRico_8_1934_PB1_347_1898,8
A_PuertoRico_8_1934_PB1_347_1989,1
A_PuertoRico_8_1934_PB1_347_1996,5
A_PuertoRico_8_1934_PB1_350_1897,3
A_PuertoRico_8_1934_PB1_351_1897,-1
A_PuertoRico_8_1934_PB1_357_1899,0
A_PuertoRico_8_1934_PB1_361_1899,8
A_PuertoRico_8_1934_PB1_363_1883,13
A_PuertoRico_8_1934_PB1_364_1899,1
A_PuertoRico_8_1934_PB1_368_1897,7
A_PuertoRico_8_1934_PB1_371_1897,-1
A_PuertoRico_8_1934_PB1_372_1950,11
A_PuertoRico_8_1934_PB1_374_1885,-1
A_PuertoRico_8_1934_PB1_375_1826,9
A_PuertoRico_8_1934_PB1_375_1887,8
A_PuertoRico_8_1934_PB1_375_1897,7
A_PuertoRico_8_1934_PB1_375_1928,4
A_PuertoRico_8_1934_PB1_377_1899,12
A_PuertoRico_8_1934_PB1_380_1898,8
A_PuertoRico_8_1934_PB1_381_1897,10
A_PuertoRico_8_1934_PB1_381_1901,3
A_PuertoRico_8_1934_PB1_381_1928,0
A_PuertoRico_8_1934_PB1_393_1897,15
A_PuertoRico_8_1934_PB1_395_1897,9
A_PuertoRico_8_1934_PB1_396_1929,16
A_PuertoRico_8_1934_PB1_409_1898,0
A_PuertoRico_8_1934_PB1_411_1834,12
A_PuertoRico_8_1934_PB1_412_1899,8
A_PuertoRico_8_1934_PB1_423_1897,15
A_PuertoRico_8_1934_PB1_431_1833,5
A_PuertoRico_8_1934_PB1_444_1897,8
A_PuertoRico_8_1934_PB1_45_77,8
A_PuertoRico_8_1934_PB1_45_79,-1
A_PuertoRico_8_1934_PB1_45_96,-1
A_PuertoRico_8_1934_PB1_461_1885,0
A_PuertoRico_8_1934_PB1_46_115,11
A_PuertoRico_8_1934_PB1_46_2055,10
A_PuertoRico_8_1934_PB1_47_100,4
A_PuertoRico_8_1934_PB1_47_151,10
A_PuertoRico_8_1934_PB1_510_2227,6
A_PuertoRico_8_1934_PB1_514_1701,2
A_PuertoRico_8_1934_PB1_534_1701,2
A_PuertoRico_8_1934_PB1_535_1754,12
A_PuertoRico_8_1934_PB1_548_1721,13
A_PuertoRico_8_1934_PB1_548_1947,6
A_PuertoRico_8_1934_PB1_548_2083,6
A_PuertoRico_8_1934_PB1_54_149,10
A_PuertoRico_8_1934_PB1_54_2054,10
A_PuertoRico_8_1934_PB1_54_2110,10
A_PuertoRico_8_1934_PB1_54_2139,6
A_PuertoRico_8_1934_PB1_54_77,10
A_PuertoRico_8_1934_PB1_54_83,10
A_PuertoRico_8_1934_PB1_54_96,10
A_PuertoRico_8_1934_PB1_54_98,10
A_PuertoRico_8_1934_PB1_55_2057,11
A_PuertoRico_8_1934_PB1_55_80,10
A_PuertoRico_8_1934_PB1_55_86,10
A_PuertoRico_8_1934_PB1_569_1608,9
A_PuertoRico_8_1934_PB1_56_2232,16
A_PuertoRico_8_1934_PB1_58_81,16
A_PuertoRico_8_1934_PB1_66_2129,-1
A_PuertoRico_8_1934_PB1_67_99,10
A_PuertoRico_8_1934_PB1_68_116,11
A_PuertoRico_8_1934_PB1_68_138,15
A_PuertoRico_8_1934_PB1_68_1971,11
A_PuertoRico_8_1934_PB1_68_2110,15
A_PuertoRico_8_1934_PB1_68_96,10
A_PuertoRico_8_1934_PB1_68_98,10
A_PuertoRico_8_1934_PB1_70_2087,6
A_PuertoRico_8_1934_PB1_70_2096,16
A_PuertoRico_8_1934_PB1_76_127,11
A_PuertoRico_8_1934_PB1_76_149,0
A_PuertoRico_8_1934_PB1_76_2054,15
A_PuertoRico_8_1934_PB1_76_2230,-1
A_PuertoRico_8_1934_PB1_76_98,10
A_PuertoRico_8_1934_PB1_77_2111,-1
A_PuertoRico_8_1934_PB1_95_149,15
A_PuertoRico_8_1934_PB1_96_2159,6
A_PuertoRico_8_1934_PB1_96_2166,15
A_PuertoRico_8_1934_PB1_97_2129,9
A_PuertoRico_8_1934_PB1_97_2158,16
A_PuertoRico_8_1934_PB1_98_2055,10
A_PuertoRico_8_1934_PB2_107_2152,7
A_PuertoRico_8_1934_PB2_108_134,7
A_PuertoRico_8_1934_PB2_108_2140,10
A_PuertoRico_8_1934_PB2_109_2003,-1
A_PuertoRico_8_1934_PB2_109_2152,10
A_PuertoRico_8_1934_PB2_112_2142,9
A_PuertoRico_8_1934_PB2_116_2140,10
A_PuertoRico_8_1934_PB2_117_2156,15
A_PuertoRico_8_1934_PB2_118_2004,7
A_PuertoRico_8_1934_PB2_118_2153,-1
A_PuertoRico_8_1934_PB2_120_2140,-1
A_PuertoRico_8_1934_PB2_121_2024,12
A_PuertoRico_8_1934_PB2_121_2139,4
A_PuertoRico_8_1934_PB2_123_2154,4
A_PuertoRico_8_1934_PB2_124_2135,2
A_PuertoRico_8_1934_PB2_127_2140,10
A_PuertoRico_8_1934_PB2_128_2139,-1
A_PuertoRico_8_1934_PB2_128_2152,10
A_PuertoRico_8_1934_PB2_128_2156,-1
A_PuertoRico_8_1934_PB2_128_2195,6
A_PuertoRico_8_1934_PB2_128_2203,6
A_PuertoRico_8_1934_PB2_130_2132,6
A_PuertoRico_8_1934_PB2_132_2123,6
A_PuertoRico_8_1934_PB2_135_2139,3
A_PuertoRico_8_1934_PB2_139_1961,6
A_PuertoRico_8_1934_PB2_142_2085,-1
A_PuertoRico_8_1934_PB2_143_2006,-1
A_PuertoRico_8_1934_PB2_143_2132,6
A_PuertoRico_8_1934_PB2_143_2139,8
A_PuertoRico_8_1934_PB2_146_1960,6
A_PuertoRico_8_1934_PB2_148_2137,10
A_PuertoRico_8_1934_PB2_151_2140,10
A_PuertoRico_8_1934_PB2_152_2139,10
A_PuertoRico_8_1934_PB2_152_2152,10
A_PuertoRico_8_1934_PB2_152_2203,15
A_PuertoRico_8_1934_PB2_156_2139,4
A_PuertoRico_8_1934_PB2_159_2065,4
A_PuertoRico_8_1934_PB2_159_2067,15
A_PuertoRico_8_1934_PB2_159_2152,10
A_PuertoRico_8_1934_PB2_159_2156,-1
A_PuertoRico_8_1934_PB2_159_2195,15
A_PuertoRico_8_1934_PB2_161_2151,6
A_PuertoRico_8_1934_PB2_162_2090,6
A_PuertoRico_8_1934_PB2_162_2105,15
A_PuertoRico_8_1934_PB2_162_2109,3
A_PuertoRico_8_1934_PB2_163_192,7
A_PuertoRico_8_1934_PB2_163_1969,11
A_PuertoRico_8_1934_PB2_163_1975,10
A_PuertoRico_8_1934_PB2_163_2006,13
A_PuertoRico_8_1934_PB2_163_2024,13
A_PuertoRico_8_1934_PB2_163_2053,9
A_PuertoRico_8_1934_PB2_163_2123,8
A_PuertoRico_8_1934_PB2_163_2139,8
A_PuertoRico_8_1934_PB2_163_2152,10
A_PuertoRico_8_1934_PB2_163_2159,-1
A_PuertoRico_8_1934_PB2_163_2164,11
A_PuertoRico_8_1934_PB2_163_2195,6
A_PuertoRico_8_1934_PB2_163_2203,15
A_PuertoRico_8_1934_PB2_164_2066,5
A_PuertoRico_8_1934_PB2_169_2102,14
A_PuertoRico_8_1934_PB2_172_2138,-1
A_PuertoRico_8_1934_PB2_173_2101,9
A_PuertoRico_8_1934_PB2_174_2142,14
A_PuertoRico_8_1934_PB2_176_2108,6
A_PuertoRico_8_1934_PB2_177_2042,8
A_PuertoRico_8_1934_PB2_177_2078,-1
A_PuertoRico_8_1934_PB2_177_2086,2
A_PuertoRico_8_1934_PB2_177_2141,7
A_PuertoRico_8_1934_PB2_179_2138,0
A_PuertoRico_8_1934_PB2_180_2069,13
A_PuertoRico_8_1934_PB2_181_2106,6
A_PuertoRico_8_1934_PB2_181_2142,5
A_PuertoRico_8_1934_PB2_182_2144,13
A_PuertoRico_8_1934_PB2_183_2048,2
A_PuertoRico_8_1934_PB2_187_2107,6
A_PuertoRico_8_1934_PB2_190_2056,-1
A_PuertoRico_8_1934_PB2_190_2085,4
A_PuertoRico_8_1934_PB2_190_2100,9
A_PuertoRico_8_1934_PB2_190_2104,1
A_PuertoRico_8_1934_PB2_190_225,2
A_PuertoRico_8_1934_PB2_191_1975,11
A_PuertoRico_8_1934_PB2_191_2003,14
A_PuertoRico_8_1934_PB2_191_2006,14
A_PuertoRico_8_1934_PB2_191_2024,1
A_PuertoRico_8_1934_PB2_191_2048,7
A_PuertoRico_8_1934_PB2_191_2053,8
A_PuertoRico_8_1934_PB2_191_2088,15
A_PuertoRico_8_1934_PB2_191_2152,10
A_PuertoRico_8_1934_PB2_191_2195,10
A_PuertoRico_8_1934_PB2_191_2203,10
A_PuertoRico_8_1934_PB2_192_2140,2
A_PuertoRico_8_1934_PB2_199_1975,-1
A_PuertoRico_8_1934_PB2_199_1993,2
A_PuertoRico_8_1934_PB2_199_2053,3
A_PuertoRico_8_1934_PB2_199_2123,12
A_PuertoRico_8_1934_PB2_199_2152,10
A_PuertoRico_8_1934_PB2_203_2079,8
A_PuertoRico_8_1934_PB2_204_2139,5
A_PuertoRico_8_1934_PB2_2053_2153,14
A_PuertoRico_8_1934_PB2_207_2021,9
A_PuertoRico_8_1934_PB2_208_2024,4
A_PuertoRico_8_1934_PB2_210_1977,14
A_PuertoRico_8_1934_PB2_210_2154,10
A_PuertoRico_8_1934_PB2_212_2136,8
A_PuertoRico_8_1934_PB2_215_2041,4
A_PuertoRico_8_1934_PB2_215_2068,1
A_PuertoRico_8_1934_PB2_215_2080,14
A_PuertoRico_8_1934_PB2_215_2100,15
A_PuertoRico_8_1934_PB2_215_2206,6
A_PuertoRico_8_1934_PB2_216_1969,14
A_PuertoRico_8_1934_PB2_216_2040,14
A_PuertoRico_8_1934_PB2_216_2067,14
A_PuertoRico_8_1934_PB2_216_2114,14
A_PuertoRico_8_1934_PB2_216_2139,10
A_PuertoRico_8_1934_PB2_217_1976,-1
A_PuertoRico_8_1934_PB2_217_1983,-1
A_PuertoRico_8_1934_PB2_217_2007,2
A_PuertoRico_8_1934_PB2_217_2037,9
A_PuertoRico_8_1934_PB2_217_2196,10
A_PuertoRico_8_1934_PB2_217_2204,10
A_PuertoRico_8_1934_PB2_2186_2217,13
A_PuertoRico_8_1934_PB2_218_2005,9
A_PuertoRico_8_1934_PB2_218_2055,4
A_PuertoRico_8_1934_PB2_2204_2232,15
A_PuertoRico_8_1934_PB2_223_2037,6
A_PuertoRico_8_1934_PB2_224_2002,8
A_PuertoRico_8_1934_PB2_224_2138,13
A_PuertoRico_8_1934_PB2_224_2151,14
A_PuertoRico_8_1934_PB2_225_2042,8
A_PuertoRico_8_1934_PB2_225_2096,8
A_PuertoRico_8_1934_PB2_225_2141,7
A_PuertoRico_8_1934_PB2_226_1964,7
A_PuertoRico_8_1934_PB2_226_2058,8
A_PuertoRico_8_1934_PB2_226_2070,8
A_PuertoRico_8_1934_PB2_227_2041,-1
A_PuertoRico_8_1934_PB2_232_1991,6
A_PuertoRico_8_1934_PB2_243_1965,6
A_PuertoRico_8_1934_PB2_246_2172,6
A_PuertoRico_8_1934_PB2_249_2215,6
A_PuertoRico_8_1934_PB2_251_2048,1
A_PuertoRico_8_1934_PB2_252_1976,14
A_PuertoRico_8_1934_PB2_258_1975,8
A_PuertoRico_8_1934_PB2_258_2003,-1
A_PuertoRico_8_1934_PB2_258_2024,9
A_PuertoRico_8_1934_PB2_258_2053,7
A_PuertoRico_8_1934_PB2_259_1994,6
A_PuertoRico_8_1934_PB2_264_2085,-1
A_PuertoRico_8_1934_PB2_265_1993,0
A_PuertoRico_8_1934_PB2_274_1946,6
A_PuertoRico_8_1934_PB2_274_1973,-1
A_PuertoRico_8_1934_PB2_274_2045,3
A_PuertoRico_8_1934_PB2_276_1968,14
A_PuertoRico_8_1934_PB2_287_1975,8
A_PuertoRico_8_1934_PB2_297_2027,9
A_PuertoRico_8_1934_PB2_328_1969,15
A_PuertoRico_8_1934_PB2_328_2003,12
A_PuertoRico_8_1934_PB2_328_350,-1
A_PuertoRico_8_1934_PB2_343_1976,8
A_PuertoRico_8_1934_PB2_380_1975,-1
A_PuertoRico_8_1934_PB2_402_1793,5
A_PuertoRico_8_1934_PB2_468_1793,8
A_PuertoRico_8_1934_PB2_470_1750,-1
A_PuertoRico_8_1934_PB2_480_1792,12
A_PuertoRico_8_1934_PB2_627_1990,6
A_PuertoRico_8_1934_PB2_660_2167,6
A_PuertoRico_8_1934_PB2_90_133,14
A_PuertoRico_8_1934_PB2_91_2153,6
A_PuertoRico_8_1934_PB2_97_2139,12
