Segment,Start,End,NGS_read_count,ACC_num,Replicate,Cells,Time,Context,Compartment,Resolution,MOI
PB2,216,2048,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2061,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2065,11,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2067,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2071,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2083,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2088,7,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2102,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2107,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2130,7,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2139,20,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2149,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2164,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2242,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,216,2252,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,2171,2196,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,2171,2231,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,217,1789,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,217,1983,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,217,2007,5,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,217,2039,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,217,2059,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,217,2071,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,217,2153,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,217,2196,14,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,2189,2231,13,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,218,2055,5,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,218,2165,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,219,2078,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,219,2248,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,219,2282,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,2204,2232,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,220,2063,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,221,2104,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,221,2128,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,2229,2252,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,222,1933,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,222,2032,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,222,2104,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,222,2231,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,223,1975,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,223,2061,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,223,2070,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,223,2153,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,223,2242,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,224,2021,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,224,2031,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,224,2091,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,225,2041,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,225,2086,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,225,2098,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,225,2213,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,2265,2309,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,226,2036,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,226,2070,5,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,226,2168,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,227,1969,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,227,2068,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,228,2047,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,228,2051,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,228,2052,8,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,228,2069,7,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,228,2070,10,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,228,2106,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,228,2113,6,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,229,1960,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,229,2104,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,229,2158,7,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,230,1942,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,230,1956,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,230,1981,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,230,2138,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,231,2020,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,231,2076,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,231,2149,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,232,1991,14,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,232,2009,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,232,2044,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,232,2105,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,233,2053,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,234,2020,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,234,2103,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,234,2169,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,235,1983,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,236,2102,5,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,237,1989,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,237,2109,5,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,237,2187,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,238,1967,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,238,2018,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,238,2026,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,238,2164,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,238,2190,6,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,239,2037,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,239,2053,5,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,239,2059,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,239,2109,11,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,1791,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,1953,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,1973,11,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,1984,6,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2002,6,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2019,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2022,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2031,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2047,5,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2058,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2064,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2082,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2108,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2121,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2129,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,240,2148,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,241,1927,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,241,1946,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,241,1973,8,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,241,2096,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,242,1634,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,242,2000,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,242,2036,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,242,2053,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,242,2067,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,242,2181,5,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,243,1950,10,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,243,1965,5,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,245,1881,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,245,1933,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,245,1964,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,245,1969,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,245,1993,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,245,2012,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,245,2139,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,246,1983,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,246,2124,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,246,2126,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,246,2127,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,246,2172,122,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,246,2196,18,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,247,2020,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,248,1950,7,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,248,2009,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,248,2029,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,249,1989,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,249,2018,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,249,2067,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,249,2215,14,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,250,2013,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,250,2054,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,251,2001,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,251,2012,10,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,251,2024,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,251,2026,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,251,2139,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,252,2004,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,252,2054,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,252,2133,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,252,2153,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,252,2196,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,255,2074,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,255,2078,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,256,1968,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,256,1988,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,256,2002,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,256,2029,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,256,2056,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,256,2090,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,256,2109,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,256,2167,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,257,1935,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,257,1954,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,257,1964,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,257,2029,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,257,2054,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,257,2164,26,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,1937,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,1960,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,1975,9,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,2003,5,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,2006,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,2018,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,2026,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,2048,11,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,2053,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,2065,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,2075,19,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,2088,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,2132,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,258,2152,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,259,1994,24,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,259,2002,16,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,259,2025,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,259,2051,12,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,259,2061,6,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,259,2151,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,260,2031,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,261,2073,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,261,2142,9,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,261,2157,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,262,1983,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,263,1950,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,263,2116,7,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,264,1957,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,264,2046,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,264,2056,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,264,2109,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,264,2160,9,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,264,2206,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,265,1916,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,265,1952,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,265,2001,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,265,2048,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,265,2083,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,265,2168,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,265,2255,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,266,1998,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,266,2004,8,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,266,2007,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,266,2016,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,266,2054,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,267,1983,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,267,2020,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,269,1884,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,269,1936,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,269,1994,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,269,2017,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,270,1886,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,272,1995,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,272,2037,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,272,2164,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,273,1971,6,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,273,2002,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,273,2011,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,274,1921,19,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,274,1946,43,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,275,1964,8,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,275,1992,13,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,275,2000,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,275,2037,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,275,2080,22,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,276,1955,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,276,1968,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,276,1992,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,276,2011,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,276,2023,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,277,2033,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,277,2055,4,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,277,2086,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,278,1950,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,279,1961,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,279,1969,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,279,1993,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,279,2205,3,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,280,1924,28,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,280,1995,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,280,2000,1,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,280,2116,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,281,1951,2,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
PB2,281,2207,142,SRR14352109,C,MDCK-SIAT1,6hpi,in vitro,intracellular,bulk,10.0
