Segment,Start,End,NGS_read_count,ACC_num,IFNAR,IFNLR,Cells,Replicate,Resolution,Context,Compartment
PB1,199,2129,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2003,2053,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,200,2048,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,200,2050,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,200,2053,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,200,2055,262,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,200,2072,99,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2010,2139,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,201,1904,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,201,2044,6,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,201,2093,209,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2022,2049,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,202,2038,32,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2035,2074,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2035,2113,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2036,2091,6,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2037,2111,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2044,2094,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2048,2070,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2049,2077,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2049,2100,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,204,1989,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,204,2083,14,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2051,2077,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2051,2083,12,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2052,2080,199,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2053,2085,132,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2053,2094,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2053,2110,18,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2053,2129,10,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2053,2143,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2055,2110,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2059,2102,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,205,2057,6,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,205,2149,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2064,2110,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2069,2099,25,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2069,2102,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,206,2055,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2070,2110,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2070,2129,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2070,2141,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2074,2100,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2076,2116,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2079,2109,10,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,207,2053,163,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,207,2073,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,207,2109,13,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2080,2180,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2081,2144,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2082,2116,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2084,2110,21,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2084,2158,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2089,2112,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,208,2075,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,208,2103,58,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2090,2129,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2091,2140,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2091,2247,5,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2101,2128,22,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2104,2132,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2104,2241,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2109,2139,69,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2109,2141,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,210,2071,37,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2126,2156,6,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2126,2157,5,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2128,2158,2583,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2128,2165,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2130,2160,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,213,2129,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,213,2132,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,213,2143,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,213,254,18,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2140,2177,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2142,2165,7,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2148,2177,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,215,2070,97,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,215,2090,73,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2162,2187,119,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2166,2223,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2167,2223,10,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2176,2234,5,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2178,2210,17,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2179,2223,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,220,1903,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,221,2090,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2221,2265,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,2228,2256,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,222,2103,121,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,223,1011,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,224,2057,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,224,2105,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,225,2140,10,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,226,2047,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,231,2078,43,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,233,2054,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,236,1874,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,236,1974,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,237,2044,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,249,2104,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,250,2016,115,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,250,2103,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,251,1962,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,251,1971,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,251,2108,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,252,1972,188,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,252,2017,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,252,2080,11,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,252,2099,5,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,252,2102,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,1701,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,1969,54,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,1973,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,1988,31,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,1998,89,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,2037,12,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,2110,190,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,253,2139,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,254,1929,41,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,254,2009,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,254,2095,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,255,1994,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,255,2038,9,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,255,2053,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,255,2070,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,255,2090,51,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,256,1899,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,256,1974,7,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,256,2089,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,256,296,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,256,301,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,1849,7,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,1901,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,2110,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,2116,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,2129,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,2258,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,258,298,231,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,259,2055,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,259,299,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,259,570,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,260,1956,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,260,1972,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,260,2088,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,260,300,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1887,29,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1897,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1958,11,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1969,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1978,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,1988,18,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,2016,10,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,2071,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,2110,13,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,2129,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,261,2141,119,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,262,1929,20,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,262,2062,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,264,2059,23,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,265,2050,7,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,265,2089,51,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,267,2025,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,267,2043,19,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,267,2090,9,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,268,1882,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,268,1898,208,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,268,1989,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,268,2120,8,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,268,2183,102,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,269,1753,105,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,269,1928,7,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,269,1969,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,269,2129,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,270,1828,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,270,2023,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,270,2082,18,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,270,2111,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,1960,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,1973,22,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,1990,21,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,271,2050,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,272,1900,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,272,2001,64,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,272,2104,8,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,275,1961,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,277,1922,57,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,278,1996,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,278,2080,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,1625,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,1958,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,1969,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,1988,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,1998,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,2016,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,279,347,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,280,2130,5,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,281,1831,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,281,1874,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,281,1910,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,281,1949,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,281,2054,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,282,2159,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,283,2164,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,1847,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,1877,480,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,1899,9,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,1952,481,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,1960,5,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,1963,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,284,311,8,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,286,1879,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,286,335,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,287,1882,13,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,287,2025,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,287,322,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1928,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1949,8,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1954,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,1987,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,2054,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,2094,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,288,337,86,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,289,1898,5,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,289,1972,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,289,1996,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,290,1838,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,291,1899,20,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,291,1909,70,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,291,350,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,292,1974,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,292,2004,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,293,1992,195,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,293,2211,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,295,1870,13,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,295,1956,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,296,1908,170,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,296,1972,63,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,296,1975,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,296,2099,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,296,342,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,297,1954,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,297,1958,1508,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,298,1959,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,300,1877,41,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,300,1899,7,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,300,1937,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,300,1957,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,300,1991,16,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,301,1874,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,301,1878,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,301,1991,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,303,1840,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,304,1808,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,305,1700,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,305,1896,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,305,1910,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,305,2004,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,305,2090,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,306,1959,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,307,1811,134,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,310,1899,5,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,310,1990,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,310,365,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,311,1897,22,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,316,1896,7,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,321,1896,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,321,1898,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,321,1996,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,321,2004,26,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,321,346,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,324,375,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,325,1818,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,325,1870,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,325,1880,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,325,1899,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,325,2003,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,325,2006,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,326,1991,4,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,326,2023,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,327,1898,101,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,327,2074,15,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,327,2178,5,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,328,1821,146,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,328,1831,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,328,1938,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,328,1947,7,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,328,1949,30,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,328,1954,306,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,328,1969,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,328,1981,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,328,2129,7,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,328,382,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,329,1834,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,329,1959,7,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,329,1972,10,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,329,1989,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,330,1896,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,330,1956,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,331,1965,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,332,1912,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,332,2005,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,332,2113,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,334,2006,89,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,335,1843,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,335,360,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,336,1897,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,336,1939,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,337,1751,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,337,2009,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,338,1829,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,338,1831,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,338,1897,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,338,1928,5,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,338,1971,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,338,2037,12,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,338,2118,821,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,338,2119,3,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,339,1987,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,339,2131,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,340,2120,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,341,2122,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,343,1823,46,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,343,1900,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,344,1899,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,344,2022,29,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,345,1869,2,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,345,1898,9,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,345,1899,1,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
PB1,345,1975,10,SRR16770181,0,1,Mouse,1,bulk,in vivo,unknown
