Segment,Start,End,NGS_read_count,ACC_num,Cells,Time,Replicate,Context,Compartment,Resolution,MOI
PB1,268,2049,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,269,2054,17,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,299,1857,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,410,1775,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,413,1897,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,438,1828,4,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,54,77,2,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,122,2027,2,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,135,1990,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,142,2048,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,146,1990,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,206,1916,3,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,208,1952,2,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,264,1878,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,301,1844,26,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,391,1811,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,453,1631,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,462,1813,4,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,720,1961,3,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,139,1584,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,144,1468,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,1551,1585,2,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,342,1314,2,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,649,729,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,668,800,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
NP,531,792,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
NP,696,735,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
NA,84,127,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
M,51,749,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
M,52,741,82,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
NS,57,530,38,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB2,163,2006,61,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB2,182,2144,2,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB2,2094,2151,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB2,224,2138,36,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB2,295,343,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB2,436,1762,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,141,2121,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,195,2033,16,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,1985,2031,3,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,268,2049,3,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,269,1858,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,269,2054,20,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,284,335,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,345,1898,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,413,1897,2,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,438,1828,3,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB1,54,77,3,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,146,1990,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,189,399,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,206,1916,3,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,208,1952,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,219,1927,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,281,413,2,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,293,1816,2,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,301,1844,21,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,360,1888,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,389,1761,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,462,1813,5,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PA,720,1961,2,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,1318,1376,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,1551,1585,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,184,1459,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,284,1349,2,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,342,1314,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
HA,752,806,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
NP,1209,1270,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
NP,298,1289,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
M,215,258,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
M,491,603,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
M,492,714,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
M,52,741,81,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
M,53,742,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
NS,109,530,1,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
NS,57,530,36,SRR7722030,A549,12,1,in vitro,intracellular,singlecell,5
PB2,163,2006,46,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,224,2138,28,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,295,343,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,436,1762,3,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,98,130,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,137,2129,4,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,155,2129,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,1691,2133,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,171,2092,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,1852,1909,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,195,2033,13,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,195,2054,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,1985,2031,4,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,231,2090,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,268,2049,4,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,269,2054,30,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,270,2046,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,299,1896,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,301,2023,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,325,1822,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,338,2118,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,345,1898,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,350,1897,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,381,2030,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,410,1775,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,413,1897,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,438,1828,9,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,54,77,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,643,1581,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,115,158,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,122,2027,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,135,1990,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,139,169,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,1906,1991,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,202,1918,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,206,1916,5,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,208,1952,3,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,281,413,4,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,293,1816,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,301,1844,24,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,360,1888,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,453,1631,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,462,1813,12,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,720,1961,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,1079,1197,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,126,1447,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,1551,1585,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,184,1459,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,284,1349,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,643,1015,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,142,1367,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,256,1240,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,338,1276,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,670,1311,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NA,638,762,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,464,741,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,50,739,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,52,741,101,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,633,663,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NS,57,530,46,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NS,58,531,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,1578,1895,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,163,2006,46,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,198,2157,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,212,2136,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,224,2138,31,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,295,343,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,309,1973,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,137,2129,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,148,2129,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,158,2130,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,168,2130,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,1852,1909,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,195,2033,23,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,1985,2030,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,1985,2031,6,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,2076,2110,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,268,2049,5,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,269,2054,26,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,288,1928,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,299,1896,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,325,1822,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,345,1898,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,375,1887,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,381,2030,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,385,2037,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,410,1775,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,438,1828,8,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,54,77,5,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,606,1747,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,768,1625,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,122,2027,4,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,130,1862,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,137,201,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,138,208,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,208,1952,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,219,1927,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,293,1816,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,301,1844,27,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,453,1631,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,462,1813,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,720,1961,3,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,1089,1132,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,126,1532,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,1446,1484,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,1551,1585,3,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,157,1545,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,284,1349,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,1196,1311,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,1253,1330,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,140,164,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,173,1378,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,199,1280,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,200,1345,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,245,1321,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,256,1240,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NA,344,393,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,146,741,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,50,739,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,52,741,108,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NS,109,530,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NS,216,355,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NS,57,530,42,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,1479,1509,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,163,2006,53,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,182,2144,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,191,2077,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,2115,2262,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,224,2138,26,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,295,343,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,35,2213,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,436,1762,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,113,2129,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,113,2165,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,121,2118,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,137,2110,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,137,2129,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,143,2128,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,162,1897,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,1948,1988,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,195,2033,19,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,196,1986,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,1985,2031,5,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,2084,2129,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,260,1972,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,268,2049,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,269,2054,34,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,270,2109,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,299,1896,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,325,1822,3,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,381,1723,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,410,1775,5,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,438,1828,10,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,54,77,4,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,606,1747,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,78,2110,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,122,2027,3,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,134,232,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,137,2074,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,138,208,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,199,240,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,206,1916,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,208,1952,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,239,1674,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,258,1948,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,281,413,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,293,1816,3,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,294,1810,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,294,1928,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,301,1844,19,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,462,1813,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,140,1551,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,1551,1585,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,202,275,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,342,1314,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,944,1169,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,1196,1311,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,165,1278,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,227,657,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,256,1240,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,290,1210,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,670,1311,3,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,716,758,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,778,807,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,901,950,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NA,194,1094,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NA,262,1112,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NA,680,768,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NA,786,843,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,240,660,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,52,741,113,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NS,57,530,43,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NS,600,624,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,116,2269,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,158,2041,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,163,2006,53,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,182,2144,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,2115,2262,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,224,2138,31,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,269,1936,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,295,343,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,137,2129,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,162,2129,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,167,2037,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,168,2130,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,1852,1909,3,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,195,2033,19,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,1985,2030,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,1985,2031,4,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,2084,2129,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,229,2194,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,268,2049,4,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,269,2054,29,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,299,1857,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,345,1898,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,375,1922,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,438,1828,4,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,45,77,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,54,77,7,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB1,768,1625,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,122,2027,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,146,1990,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,196,1973,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,206,1916,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,208,1952,3,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,213,1928,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,230,1854,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,287,1868,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,301,1844,21,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,318,362,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,407,1844,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,462,1813,4,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PA,514,1801,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,1247,1274,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,1551,1585,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,174,1381,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,184,1459,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,342,1314,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,405,1317,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,647,947,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,729,767,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
HA,822,876,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,169,1288,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,290,1210,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,338,1276,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NP,670,1311,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,127,741,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,146,741,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,50,739,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,51,749,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,52,515,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,52,741,116,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,53,742,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
M,798,828,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
NS,57,530,46,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,1578,1895,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,163,2006,48,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,182,2144,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,198,2157,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,208,2218,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,224,2138,33,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,293,1760,1,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
PB2,295,343,2,SRR7722032,A549,24,1,in vitro,intracellular,singlecell,5
