Segment,Start,End,NGS_read_count,ACC_num,Cells,Time,Replicate,Context,Compartment,Resolution
NP,445,1181,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,447,483,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,449,1085,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,449,1153,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,454,1019,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,454,1055,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,455,1182,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,455,1237,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,457,990,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,459,529,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,467,898,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,468,1141,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,471,948,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,482,510,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,482,998,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,483,1094,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,488,515,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,498,1017,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,502,544,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,519,1003,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,521,548,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,528,594,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,532,834,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,534,800,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,538,726,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,539,754,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,543,1119,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,546,784,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,547,711,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,550,1163,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,553,905,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,559,1019,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,560,939,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,563,587,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,564,1029,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,565,933,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,573,600,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,575,898,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,576,839,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,577,602,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,581,908,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,585,932,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,595,748,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,595,898,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,604,896,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,612,899,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,622,752,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,624,654,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,627,671,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,633,680,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,651,1142,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,664,820,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,679,793,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,688,750,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,690,841,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,691,1018,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,698,724,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,704,1190,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,704,775,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,709,1153,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,711,852,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,716,742,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,716,767,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,720,796,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,722,793,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,73,679,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,743,825,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,747,821,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,748,843,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,754,842,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,758,840,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,761,922,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,762,1304,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,762,829,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,766,821,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,767,835,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,76,320,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,776,810,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,778,810,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,780,805,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,780,839,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,783,894,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,792,821,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,811,1029,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,812,869,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,837,859,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,840,1390,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,840,933,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,864,1021,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,885,1010,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,886,951,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,887,1017,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,887,933,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,888,948,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,892,934,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,932,991,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,954,998,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NP,956,1209,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,104,135,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,1151,1184,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,1251,1274,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,132,1183,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,182,1248,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,183,574,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,299,338,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,325,1247,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,326,393,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,335,1248,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,359,852,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,400,1250,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,413,1304,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,569,896,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,60,116,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,624,688,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,74,114,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,88,117,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NA,91,573,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,104,158,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,105,158,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,131,177,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,131,796,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,156,307,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,157,195,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,193,960,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,241,694,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,276,322,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,309,766,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,312,662,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,316,794,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,321,381,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,322,729,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,332,363,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,371,598,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,373,611,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,374,590,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,375,640,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,382,746,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,418,645,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,466,513,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,47,697,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,480,525,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,522,567,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,52,741,4,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,535,562,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,535,575,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,53,149,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,541,579,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,552,575,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,552,591,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,581,607,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,61,92,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,640,795,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,649,749,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,722,778,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
M,743,854,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,105,193,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,107,660,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,108,777,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,110,678,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,113,203,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,127,721,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,218,598,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,218,838,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,296,797,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,328,430,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,57,530,3,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,594,660,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,645,693,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,64,91,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,704,731,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,706,777,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
NS,87,766,1,ERR4566024,A549,48hpi,1,in vitro,intracellular,singlecell
PB2,1012,1320,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1063,1090,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1081,1320,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1219,1244,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1222,1263,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1236,2003,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1328,1354,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1485,1516,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,148,2107,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,149,216,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,150,2105,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,150,261,5,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1513,1809,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1522,1683,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1558,1609,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,160,2091,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,161,191,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,161,2151,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,162,2125,9,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,163,2126,3,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,163,2139,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,163,2152,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,165,203,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,167,1349,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1685,1775,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,168,2089,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1708,1743,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1716,2147,4,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,173,2096,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,173,2101,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1751,1792,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,176,2052,6,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,177,2141,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,180,2121,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,181,2106,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,183,212,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1885,1930,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1894,2027,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,190,2026,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,190,2059,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,191,2053,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,191,218,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,191,2195,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,191,222,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,191,403,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,192,2068,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,195,2032,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1968,2001,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1968,2003,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,1989,2114,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,199,1993,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,2001,2206,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,203,2043,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,2068,2137,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,2078,2113,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,209,253,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,210,2045,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,2115,2262,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,2126,2172,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,215,2100,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,222,2193,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,224,2042,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,225,1950,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,225,2227,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,226,2070,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,239,2000,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,240,2113,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,242,2234,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,257,2115,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,258,288,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,260,2073,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,266,2172,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,272,2054,10,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,274,1973,5,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,275,1975,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,275,2004,7,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,277,1403,5,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,278,2178,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,294,1973,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,296,2002,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,297,1973,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,298,2143,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,318,2002,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,323,1991,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,333,1984,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,334,2069,10,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,342,1944,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,343,1976,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,352,1909,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,370,2091,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,371,1945,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,382,1654,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,399,2039,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,417,1713,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,434,472,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,441,1862,3,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,451,1744,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,456,1839,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,459,514,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,465,1821,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,467,1759,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,468,1746,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,471,1766,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,474,1812,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,480,1792,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,481,1720,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,481,2208,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,502,1771,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,512,1759,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,536,1647,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,558,1733,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,562,1883,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,570,1655,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,577,1755,3,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,584,1617,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,585,629,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,607,1667,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,636,1588,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,707,2052,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,725,1540,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,725,2211,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,731,1525,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,750,1510,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,759,1107,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,804,871,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,805,1463,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,840,1450,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,872,1237,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,893,1873,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,894,2151,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,920,1393,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,938,1309,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,954,1253,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB2,955,1555,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,101,2006,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,1028,1177,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,1052,1215,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,106,2179,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,1082,1114,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,1111,1214,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,111,2256,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,112,2166,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,113,2110,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,113,2165,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,113,2177,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,116,2167,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,116,2168,2,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,117,2104,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,120,178,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,121,2078,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,121,2210,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,122,146,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,123,2006,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,123,2168,3,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,124,2115,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,1284,1324,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,1320,1837,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,132,2085,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,133,2130,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
PB1,133,2142,1,ERR4566025,A549,48hpi,2,in vitro,intracellular,singlecell
