index,ID,UMAP1,UMAP2,Cluster,center_x,center_y
712,A_PuertoRico_8_1934_PA_163_1984,9.70429,7.294065,0,8.571022,4.451144
713,A_PuertoRico_8_1934_PA_163_1986,9.725501,6.7782345,0,8.571022,4.451144
714,A_PuertoRico_8_1934_PA_163_1990,10.121206,7.740683,0,8.571022,4.451144
715,A_PuertoRico_8_1934_PA_163_2002,9.694424,6.96474,0,8.571022,4.451144
716,A_PuertoRico_8_1934_PA_163_2011,9.671927,6.761861,0,8.571022,4.451144
717,A_PuertoRico_8_1934_PA_163_2012,9.299677,7.569547,0,8.571022,4.451144
718,A_PuertoRico_8_1934_PA_163_2017,9.219309,7.4205217,0,8.571022,4.451144
719,A_PuertoRico_8_1934_PA_163_2048,9.5210495,6.8627324,0,8.571022,4.451144
720,A_PuertoRico_8_1934_PA_163_214,9.545706,7.2965307,0,8.571022,4.451144
721,A_PuertoRico_8_1934_PA_163_217,9.374611,7.3976054,0,8.571022,4.451144
722,A_PuertoRico_8_1934_PA_163_235,9.443273,7.57356,0,8.571022,4.451144
723,A_PuertoRico_8_1934_PA_163_246,9.408053,7.388765,0,8.571022,4.451144
724,A_PuertoRico_8_1934_PA_163_259,9.525609,6.951682,0,8.571022,4.451144
725,A_PuertoRico_8_1934_PA_164_187,1.9146911,5.9984703,1,2.5819721,5.142653
726,A_PuertoRico_8_1934_PA_164_1927,1.5951518,6.1583867,1,2.5819721,5.142653
727,A_PuertoRico_8_1934_PA_164_1946,2.2914293,6.428552,1,2.5819721,5.142653
728,A_PuertoRico_8_1934_PA_164_1947,2.0497189,5.757061,1,2.5819721,5.142653
729,A_PuertoRico_8_1934_PA_164_1950,1.8110803,5.9854803,1,2.5819721,5.142653
730,A_PuertoRico_8_1934_PA_164_1961,2.37843,6.4368424,1,2.5819721,5.142653
731,A_PuertoRico_8_1934_PA_164_1977,1.8519274,6.031329,1,2.5819721,5.142653
732,A_PuertoRico_8_1934_PA_164_1979,2.397843,6.2929835,1,2.5819721,5.142653
733,A_PuertoRico_8_1934_PA_164_1985,2.0072734,5.970156,1,2.5819721,5.142653
734,A_PuertoRico_8_1934_PA_164_1989,2.2682335,5.861742,1,2.5819721,5.142653
735,A_PuertoRico_8_1934_PA_164_1991,1.6963971,6.3578978,1,2.5819721,5.142653
736,A_PuertoRico_8_1934_PA_164_2026,1.8792602,5.951915,1,2.5819721,5.142653
737,A_PuertoRico_8_1934_PA_164_2028,2.4426665,6.6254625,1,2.5819721,5.142653
738,A_PuertoRico_8_1934_PA_164_2062,1.6353631,6.17923,1,2.5819721,5.142653
739,A_PuertoRico_8_1934_PA_1658_1801,3.9289467,7.1509786,1,2.5819721,5.142653
740,A_PuertoRico_8_1934_PA_165_1814,0.009951349,6.3338695,1,2.5819721,5.142653
741,A_PuertoRico_8_1934_PA_165_1846,0.06316128,6.295604,1,2.5819721,5.142653
742,A_PuertoRico_8_1934_PA_165_1881,-0.08810747,6.2579746,1,2.5819721,5.142653
743,A_PuertoRico_8_1934_PA_165_1909,-0.03101864,6.41515,1,2.5819721,5.142653
744,A_PuertoRico_8_1934_PA_165_191,-0.023897815,6.29816,1,2.5819721,5.142653
745,A_PuertoRico_8_1934_PA_165_1925,0.1508546,6.417877,1,2.5819721,5.142653
746,A_PuertoRico_8_1934_PA_165_1976,-0.19050047,6.2560787,1,2.5819721,5.142653
747,A_PuertoRico_8_1934_PA_165_200,-0.12955765,6.30063,1,2.5819721,5.142653
748,A_PuertoRico_8_1934_PA_165_2006,-0.10617818,6.3393455,1,2.5819721,5.142653
749,A_PuertoRico_8_1934_PA_165_2020,-0.17327395,6.2541814,1,2.5819721,5.142653
750,A_PuertoRico_8_1934_PA_1661_2036,0.45772198,5.9202404,1,2.5819721,5.142653
751,A_PuertoRico_8_1934_PA_1666_1692,9.54446,7.44915,0,8.571022,4.451144
752,A_PuertoRico_8_1934_PA_1668_1718,0.30145475,6.170669,1,2.5819721,5.142653
753,A_PuertoRico_8_1934_PA_1668_1720,0.23646767,6.3064995,1,2.5819721,5.142653
754,A_PuertoRico_8_1934_PA_166_1870,2.7678208,7.09929,1,2.5819721,5.142653
755,A_PuertoRico_8_1934_PA_166_1932,2.84277,7.126712,1,2.5819721,5.142653
756,A_PuertoRico_8_1934_PA_166_1962,2.7927194,7.1512694,1,2.5819721,5.142653
757,A_PuertoRico_8_1934_PA_166_1968,2.6938295,7.136744,1,2.5819721,5.142653
758,A_PuertoRico_8_1934_PA_166_1978,10.488319,6.59535,0,8.571022,4.451144
759,A_PuertoRico_8_1934_PA_166_1981,2.7925599,7.154946,1,2.5819721,5.142653
760,A_PuertoRico_8_1934_PA_166_2000,2.9353395,7.339259,1,2.5819721,5.142653
761,A_PuertoRico_8_1934_PA_166_2028,2.7842155,7.0929275,1,2.5819721,5.142653
762,A_PuertoRico_8_1934_PA_166_2074,3.525673,8.021728,1,2.5819721,5.142653
763,A_PuertoRico_8_1934_PA_166_253,2.9626322,7.2934766,1,2.5819721,5.142653
764,A_PuertoRico_8_1934_PA_166_835,2.772276,7.1747236,1,2.5819721,5.142653
765,A_PuertoRico_8_1934_PA_1678_1745,9.018271,5.641974,0,8.571022,4.451144
766,A_PuertoRico_8_1934_PA_167_1745,9.1325245,6.3583937,0,8.571022,4.451144
767,A_PuertoRico_8_1934_PA_167_1873,9.378844,6.9024825,0,8.571022,4.451144
768,A_PuertoRico_8_1934_PA_167_1877,8.815692,7.194922,0,8.571022,4.451144
769,A_PuertoRico_8_1934_PA_167_1906,9.080221,7.167903,0,8.571022,4.451144
770,A_PuertoRico_8_1934_PA_167_192,9.1234,7.0539613,0,8.571022,4.451144
771,A_PuertoRico_8_1934_PA_167_1928,9.115141,6.929512,0,8.571022,4.451144
772,A_PuertoRico_8_1934_PA_167_1929,9.063506,7.478407,0,8.571022,4.451144
773,A_PuertoRico_8_1934_PA_167_1937,9.296588,7.382192,0,8.571022,4.451144
774,A_PuertoRico_8_1934_PA_167_1948,9.501094,7.128808,0,8.571022,4.451144
775,A_PuertoRico_8_1934_PA_167_195,9.466979,6.7796607,0,8.571022,4.451144
776,A_PuertoRico_8_1934_PA_167_1951,9.511334,6.6202416,0,8.571022,4.451144
777,A_PuertoRico_8_1934_PA_167_1953,8.874103,7.1145887,0,8.571022,4.451144
778,A_PuertoRico_8_1934_PA_167_1964,9.348748,7.034829,0,8.571022,4.451144
779,A_PuertoRico_8_1934_PA_167_1965,9.103806,7.3847632,0,8.571022,4.451144
780,A_PuertoRico_8_1934_PA_167_1967,9.297455,7.2749963,0,8.571022,4.451144
781,A_PuertoRico_8_1934_PA_167_1973,9.057424,7.143172,0,8.571022,4.451144
782,A_PuertoRico_8_1934_PA_167_1984,9.289386,7.362861,0,8.571022,4.451144
783,A_PuertoRico_8_1934_PA_167_1986,9.405652,7.025042,0,8.571022,4.451144
784,A_PuertoRico_8_1934_PA_167_1987,9.032378,7.2320337,0,8.571022,4.451144
785,A_PuertoRico_8_1934_PA_167_1990,10.163447,7.7325053,0,8.571022,4.451144
786,A_PuertoRico_8_1934_PA_167_1993,9.1260805,7.3860183,0,8.571022,4.451144
787,A_PuertoRico_8_1934_PA_167_1994,9.039836,7.3804116,0,8.571022,4.451144
788,A_PuertoRico_8_1934_PA_167_2002,9.400946,7.080486,0,8.571022,4.451144
789,A_PuertoRico_8_1934_PA_167_2011,9.435551,6.9279466,0,8.571022,4.451144
790,A_PuertoRico_8_1934_PA_167_2012,9.078129,7.606932,0,8.571022,4.451144
791,A_PuertoRico_8_1934_PA_167_2017,9.085975,7.3923635,0,8.571022,4.451144
792,A_PuertoRico_8_1934_PA_167_2034,9.412327,7.004185,0,8.571022,4.451144
793,A_PuertoRico_8_1934_PA_167_2042,9.865395,6.138172,0,8.571022,4.451144
794,A_PuertoRico_8_1934_PA_167_2046,9.138559,7.3825283,0,8.571022,4.451144
795,A_PuertoRico_8_1934_PA_167_205,9.170323,7.109826,0,8.571022,4.451144
796,A_PuertoRico_8_1934_PA_167_2056,8.951323,7.462597,0,8.571022,4.451144
797,A_PuertoRico_8_1934_PA_167_2063,9.323235,7.8627834,0,8.571022,4.451144
798,A_PuertoRico_8_1934_PA_167_208,9.077733,7.0560927,0,8.571022,4.451144
799,A_PuertoRico_8_1934_PA_167_214,9.369769,7.383805,0,8.571022,4.451144
800,A_PuertoRico_8_1934_PA_167_216,9.029684,7.2463627,0,8.571022,4.451144
801,A_PuertoRico_8_1934_PA_167_229,9.318802,7.1373386,0,8.571022,4.451144
802,A_PuertoRico_8_1934_PA_167_235,9.258604,7.5395474,0,8.571022,4.451144
803,A_PuertoRico_8_1934_PA_167_246,9.177324,7.409878,0,8.571022,4.451144
804,A_PuertoRico_8_1934_PA_167_259,9.045678,7.1020684,0,8.571022,4.451144
805,A_PuertoRico_8_1934_PA_167_292,9.052533,7.192665,0,8.571022,4.451144
806,A_PuertoRico_8_1934_PA_168_1845,2.871312,6.551284,1,2.5819721,5.142653
807,A_PuertoRico_8_1934_PA_168_1880,2.878454,6.5421286,1,2.5819721,5.142653
808,A_PuertoRico_8_1934_PA_168_1975,2.679735,6.7661524,1,2.5819721,5.142653
809,A_PuertoRico_8_1934_PA_168_1979,2.5694788,6.391263,1,2.5819721,5.142653
810,A_PuertoRico_8_1934_PA_168_2023,2.6349955,6.3381877,1,2.5819721,5.142653
811,A_PuertoRico_8_1934_PA_168_2028,2.573241,6.7551446,1,2.5819721,5.142653
812,A_PuertoRico_8_1934_PA_168_207,2.787761,6.278117,1,2.5819721,5.142653
813,A_PuertoRico_8_1934_PA_1691_1960,11.414745,6.3477297,0,8.571022,4.451144
814,A_PuertoRico_8_1934_PA_1698_1879,10.8074045,5.4629583,0,8.571022,4.451144
815,A_PuertoRico_8_1934_PA_1699_1746,7.968807,6.909972,0,8.571022,4.451144
816,A_PuertoRico_8_1934_PA_169_1924,3.5016031,7.4745593,1,2.5819721,5.142653
817,A_PuertoRico_8_1934_PA_169_1947,2.1632862,5.048751,1,2.5819721,5.142653
818,A_PuertoRico_8_1934_PA_170_1920,3.7310324,7.6653104,1,2.5819721,5.142653
819,A_PuertoRico_8_1934_PA_170_1956,3.7061055,7.806915,1,2.5819721,5.142653
820,A_PuertoRico_8_1934_PA_170_2005,3.866246,7.66192,1,2.5819721,5.142653
821,A_PuertoRico_8_1934_PA_170_2074,3.6220875,8.141103,1,2.5819721,5.142653
822,A_PuertoRico_8_1934_PA_1713_1755,0.09215069,6.14257,1,2.5819721,5.142653
823,A_PuertoRico_8_1934_PA_1715_1741,8.581691,6.2497644,0,8.571022,4.451144
824,A_PuertoRico_8_1934_PA_1715_1745,8.920517,5.925828,0,8.571022,4.451144
825,A_PuertoRico_8_1934_PA_1717_2043,0.5245206,6.38081,1,2.5819721,5.142653
826,A_PuertoRico_8_1934_PA_171_1868,9.666433,6.0220695,0,8.571022,4.451144
827,A_PuertoRico_8_1934_PA_171_1879,10.731518,5.543192,0,8.571022,4.451144
828,A_PuertoRico_8_1934_PA_171_1902,9.620334,6.34555,0,8.571022,4.451144
829,A_PuertoRico_8_1934_PA_171_1915,9.655682,6.5172505,0,8.571022,4.451144
830,A_PuertoRico_8_1934_PA_171_1922,10.365144,6.6291113,0,8.571022,4.451144
831,A_PuertoRico_8_1934_PA_171_1928,9.716384,6.4119997,0,8.571022,4.451144
832,A_PuertoRico_8_1934_PA_171_1940,9.563814,7.4163218,0,8.571022,4.451144
833,A_PuertoRico_8_1934_PA_171_1945,10.59385,6.547082,0,8.571022,4.451144
834,A_PuertoRico_8_1934_PA_171_195,9.842172,6.52143,0,8.571022,4.451144
835,A_PuertoRico_8_1934_PA_171_1951,9.726233,6.3190646,0,8.571022,4.451144
836,A_PuertoRico_8_1934_PA_171_1960,11.438386,6.41461,0,8.571022,4.451144
837,A_PuertoRico_8_1934_PA_171_1964,10.170587,6.5852404,0,8.571022,4.451144
838,A_PuertoRico_8_1934_PA_171_1974,11.359412,6.4330883,0,8.571022,4.451144
839,A_PuertoRico_8_1934_PA_171_1978,10.475501,6.591362,0,8.571022,4.451144
840,A_PuertoRico_8_1934_PA_171_1984,9.967481,7.103223,0,8.571022,4.451144
841,A_PuertoRico_8_1934_PA_171_1986,10.055324,6.704672,0,8.571022,4.451144
842,A_PuertoRico_8_1934_PA_171_1987,9.91712,6.8459797,0,8.571022,4.451144
843,A_PuertoRico_8_1934_PA_171_1992,9.5847,6.5327997,0,8.571022,4.451144
844,A_PuertoRico_8_1934_PA_171_2011,9.871646,6.5637064,0,8.571022,4.451144
845,A_PuertoRico_8_1934_PA_171_2015,9.74447,6.4847627,0,8.571022,4.451144
846,A_PuertoRico_8_1934_PA_171_2017,9.386972,7.4382176,0,8.571022,4.451144
847,A_PuertoRico_8_1934_PA_171_2027,11.54163,6.9121156,0,8.571022,4.451144
848,A_PuertoRico_8_1934_PA_171_2048,9.652993,6.616001,0,8.571022,4.451144
849,A_PuertoRico_8_1934_PA_171_2063,9.530264,7.8759775,0,8.571022,4.451144
850,A_PuertoRico_8_1934_PA_171_217,9.5126295,7.2625136,0,8.571022,4.451144
851,A_PuertoRico_8_1934_PA_171_259,9.751007,6.593245,0,8.571022,4.451144
852,A_PuertoRico_8_1934_PA_171_377,10.203506,6.668539,0,8.571022,4.451144
853,A_PuertoRico_8_1934_PA_172_1917,1.4758822,6.891152,1,2.5819721,5.142653
854,A_PuertoRico_8_1934_PA_172_1938,1.505392,6.910073,1,2.5819721,5.142653
855,A_PuertoRico_8_1934_PA_172_1949,1.3385404,6.806713,1,2.5819721,5.142653
856,A_PuertoRico_8_1934_PA_172_1954,1.440898,6.878811,1,2.5819721,5.142653
857,A_PuertoRico_8_1934_PA_172_1968,1.4415469,6.910835,1,2.5819721,5.142653
858,A_PuertoRico_8_1934_PA_172_2003,1.4338238,6.8980327,1,2.5819721,5.142653
859,A_PuertoRico_8_1934_PA_172_2035,1.4690169,6.902775,1,2.5819721,5.142653
860,A_PuertoRico_8_1934_PA_1730_1792,2.9316983,6.761703,1,2.5819721,5.142653
861,A_PuertoRico_8_1934_PA_173_1916,8.762332,6.686957,0,8.571022,4.451144
862,A_PuertoRico_8_1934_PA_173_1992,8.7601185,6.3390875,0,8.571022,4.451144
863,A_PuertoRico_8_1934_PA_173_2014,8.796058,6.2785897,0,8.571022,4.451144
864,A_PuertoRico_8_1934_PA_173_216,8.781916,6.2505693,0,8.571022,4.451144
865,A_PuertoRico_8_1934_PA_1743_1801,3.9310734,7.1314116,1,2.5819721,5.142653
866,A_PuertoRico_8_1934_PA_1744_1808,10.560211,5.988143,0,8.571022,4.451144
867,A_PuertoRico_8_1934_PA_1745_1795,7.2933874,6.8470397,0,8.571022,4.451144
868,A_PuertoRico_8_1934_PA_1750_1911,7.688608,5.9557505,0,8.571022,4.451144
869,A_PuertoRico_8_1934_PA_175_1953,8.719187,6.9481387,0,8.571022,4.451144
870,A_PuertoRico_8_1934_PA_176_1715,2.2960067,6.0209713,1,2.5819721,5.142653
871,A_PuertoRico_8_1934_PA_176_1905,2.033098,5.9754252,1,2.5819721,5.142653
872,A_PuertoRico_8_1934_PA_176_1924,3.4884765,7.461336,1,2.5819721,5.142653
873,A_PuertoRico_8_1934_PA_176_1930,2.092542,6.1665444,1,2.5819721,5.142653
874,A_PuertoRico_8_1934_PA_176_1953,2.1429029,6.122759,1,2.5819721,5.142653
875,A_PuertoRico_8_1934_PA_1774_1807,2.2750819,4.859941,1,2.5819721,5.142653
876,A_PuertoRico_8_1934_PA_1788_1868,9.699328,5.948874,0,8.571022,4.451144
877,A_PuertoRico_8_1934_PA_178_1861,3.7468605,7.6355267,1,2.5819721,5.142653
878,A_PuertoRico_8_1934_PA_178_1920,3.7059093,7.714707,1,2.5819721,5.142653
879,A_PuertoRico_8_1934_PA_178_1924,3.7556193,7.735216,1,2.5819721,5.142653
880,A_PuertoRico_8_1934_PA_178_1925,3.559319,7.8172894,1,2.5819721,5.142653
881,A_PuertoRico_8_1934_PA_178_1975,3.691213,7.643041,1,2.5819721,5.142653
882,A_PuertoRico_8_1934_PA_178_1980,3.7431836,7.8108864,1,2.5819721,5.142653
883,A_PuertoRico_8_1934_PA_178_2019,3.9335864,7.8033986,1,2.5819721,5.142653
884,A_PuertoRico_8_1934_PA_178_2053,3.7074456,7.808717,1,2.5819721,5.142653
885,A_PuertoRico_8_1934_PA_178_2074,3.65256,8.07523,1,2.5819721,5.142653
886,A_PuertoRico_8_1934_PA_1798_1868,9.207809,5.8021693,0,8.571022,4.451144
887,A_PuertoRico_8_1934_PA_179_1808,10.361846,6.263044,0,8.571022,4.451144
888,A_PuertoRico_8_1934_PA_179_1832,10.086847,6.353945,0,8.571022,4.451144
889,A_PuertoRico_8_1934_PA_179_1844,10.373038,6.0178857,0,8.571022,4.451144
890,A_PuertoRico_8_1934_PA_179_1868,9.899684,6.208425,0,8.571022,4.451144
891,A_PuertoRico_8_1934_PA_179_1903,10.131526,6.4889956,0,8.571022,4.451144
892,A_PuertoRico_8_1934_PA_179_1922,10.209342,6.50295,0,8.571022,4.451144
893,A_PuertoRico_8_1934_PA_179_1928,9.955748,6.376965,0,8.571022,4.451144
894,A_PuertoRico_8_1934_PA_179_1929,9.999416,6.588845,0,8.571022,4.451144
895,A_PuertoRico_8_1934_PA_179_1937,10.215496,6.582238,0,8.571022,4.451144
896,A_PuertoRico_8_1934_PA_179_1945,10.387924,6.626381,0,8.571022,4.451144
897,A_PuertoRico_8_1934_PA_179_1948,10.103727,6.7914724,0,8.571022,4.451144
898,A_PuertoRico_8_1934_PA_179_1951,9.877568,6.371022,0,8.571022,4.451144
899,A_PuertoRico_8_1934_PA_179_1960,11.291228,6.4989047,0,8.571022,4.451144
900,A_PuertoRico_8_1934_PA_179_1964,10.12071,6.649316,0,8.571022,4.451144
901,A_PuertoRico_8_1934_PA_179_1974,11.2468815,6.5069647,0,8.571022,4.451144
902,A_PuertoRico_8_1934_PA_179_1978,10.41624,6.555564,0,8.571022,4.451144
903,A_PuertoRico_8_1934_PA_179_1986,10.074433,6.5837026,0,8.571022,4.451144
904,A_PuertoRico_8_1934_PA_179_1989,10.076305,6.2822247,0,8.571022,4.451144
905,A_PuertoRico_8_1934_PA_179_1990,10.178796,7.682554,0,8.571022,4.451144
906,A_PuertoRico_8_1934_PA_179_1993,10.115605,6.5207024,0,8.571022,4.451144
907,A_PuertoRico_8_1934_PA_179_2002,10.236752,6.7350893,0,8.571022,4.451144
908,A_PuertoRico_8_1934_PA_179_2011,9.963485,6.6864605,0,8.571022,4.451144
909,A_PuertoRico_8_1934_PA_179_2012,9.42544,7.6058083,0,8.571022,4.451144
910,A_PuertoRico_8_1934_PA_179_2016,9.679903,6.4639487,0,8.571022,4.451144
911,A_PuertoRico_8_1934_PA_179_2027,11.488928,6.8886523,0,8.571022,4.451144
912,A_PuertoRico_8_1934_PA_179_2034,10.143844,6.620327,0,8.571022,4.451144
913,A_PuertoRico_8_1934_PA_179_2042,10.118034,6.1514063,0,8.571022,4.451144
914,A_PuertoRico_8_1934_PA_179_205,10.075463,6.4337783,0,8.571022,4.451144
915,A_PuertoRico_8_1934_PA_179_208,9.962144,6.4658656,0,8.571022,4.451144
916,A_PuertoRico_8_1934_PA_179_214,10.058979,6.5550985,0,8.571022,4.451144
917,A_PuertoRico_8_1934_PA_179_248,10.044669,6.469167,0,8.571022,4.451144
918,A_PuertoRico_8_1934_PA_179_260,10.121428,6.415927,0,8.571022,4.451144
919,A_PuertoRico_8_1934_PA_1806_1861,3.8204782,7.2854633,1,2.5819721,5.142653
920,A_PuertoRico_8_1934_PA_1808_2028,2.492428,6.6670365,1,2.5819721,5.142653
921,A_PuertoRico_8_1934_PA_180_1915,4.1720424,4.766982,1,2.5819721,5.142653
922,A_PuertoRico_8_1934_PA_180_1985,3.9445975,4.760659,1,2.5819721,5.142653
923,A_PuertoRico_8_1934_PA_180_2064,4.2495556,4.8122997,1,2.5819721,5.142653
924,A_PuertoRico_8_1934_PA_180_247,3.9803722,4.747526,1,2.5819721,5.142653
925,A_PuertoRico_8_1934_PA_1810_1847,8.214652,6.100709,0,8.571022,4.451144
926,A_PuertoRico_8_1934_PA_1818_1843,2.3758228,5.56032,1,2.5819721,5.142653
927,A_PuertoRico_8_1934_PA_181_1934,3.5923848,7.317227,1,2.5819721,5.142653
928,A_PuertoRico_8_1934_PA_181_1979,2.4791746,6.3091416,1,2.5819721,5.142653
929,A_PuertoRico_8_1934_PA_181_2019,4.0098095,7.7990346,1,2.5819721,5.142653
930,A_PuertoRico_8_1934_PA_182_1943,2.7288382,6.1717114,1,2.5819721,5.142653
931,A_PuertoRico_8_1934_PA_182_1973,2.5293467,5.861449,1,2.5819721,5.142653
932,A_PuertoRico_8_1934_PA_182_258,2.7009938,6.1630087,1,2.5819721,5.142653
933,A_PuertoRico_8_1934_PA_1831_1974,11.279768,6.2747445,0,8.571022,4.451144
934,A_PuertoRico_8_1934_PA_1833_1870,8.418812,6.151431,0,8.571022,4.451144
935,A_PuertoRico_8_1934_PA_1833_1879,10.824637,5.438797,0,8.571022,4.451144
936,A_PuertoRico_8_1934_PA_183_1861,3.736861,7.4381003,1,2.5819721,5.142653
937,A_PuertoRico_8_1934_PA_183_1888,3.591226,7.7997956,1,2.5819721,5.142653
938,A_PuertoRico_8_1934_PA_183_1971,3.5671713,7.8094,1,2.5819721,5.142653
939,A_PuertoRico_8_1934_PA_183_2072,3.5927727,7.8826027,1,2.5819721,5.142653
940,A_PuertoRico_8_1934_PA_183_2074,3.5921407,8.030658,1,2.5819721,5.142653
941,A_PuertoRico_8_1934_PA_1841_1879,10.783881,5.450349,0,8.571022,4.451144
942,A_PuertoRico_8_1934_PA_1843_1873,9.522691,6.795236,0,8.571022,4.451144
943,A_PuertoRico_8_1934_PA_1844_1946,2.4948401,6.120536,1,2.5819721,5.142653
944,A_PuertoRico_8_1934_PA_1846_1873,8.961707,6.118095,0,8.571022,4.451144
945,A_PuertoRico_8_1934_PA_184_1865,9.537927,6.882433,0,8.571022,4.451144
946,A_PuertoRico_8_1934_PA_184_1868,9.453281,6.5636034,0,8.571022,4.451144
947,A_PuertoRico_8_1934_PA_184_1873,9.452941,6.826716,0,8.571022,4.451144
948,A_PuertoRico_8_1934_PA_184_1951,9.53503,6.603789,0,8.571022,4.451144
949,A_PuertoRico_8_1934_PA_184_1964,9.603295,6.9240193,0,8.571022,4.451144
950,A_PuertoRico_8_1934_PA_184_1986,9.737474,6.7032595,0,8.571022,4.451144
951,A_PuertoRico_8_1934_PA_184_1990,10.048737,7.704188,0,8.571022,4.451144
952,A_PuertoRico_8_1934_PA_184_1992,9.408426,6.890023,0,8.571022,4.451144
953,A_PuertoRico_8_1934_PA_184_2002,9.614143,6.9748406,0,8.571022,4.451144
954,A_PuertoRico_8_1934_PA_184_2011,9.564764,6.6660433,0,8.571022,4.451144
955,A_PuertoRico_8_1934_PA_184_2012,9.241272,7.516414,0,8.571022,4.451144
956,A_PuertoRico_8_1934_PA_184_2017,9.168503,7.484246,0,8.571022,4.451144
957,A_PuertoRico_8_1934_PA_184_2034,9.75314,6.9637313,0,8.571022,4.451144
958,A_PuertoRico_8_1934_PA_184_2056,9.257681,7.6889763,0,8.571022,4.451144
959,A_PuertoRico_8_1934_PA_184_2063,9.455058,7.9457707,0,8.571022,4.451144
960,A_PuertoRico_8_1934_PA_184_214,9.63247,7.3074574,0,8.571022,4.451144
961,A_PuertoRico_8_1934_PA_184_235,9.498187,7.6121526,0,8.571022,4.451144
962,A_PuertoRico_8_1934_PA_184_268,9.50935,6.9938183,0,8.571022,4.451144
963,A_PuertoRico_8_1934_PA_1852_1954,1.4044182,6.8203354,1,2.5819721,5.142653
964,A_PuertoRico_8_1934_PA_185_1923,2.3297896,6.4970727,1,2.5819721,5.142653
965,A_PuertoRico_8_1934_PA_185_1927,1.5538162,6.273235,1,2.5819721,5.142653
966,A_PuertoRico_8_1934_PA_185_1939,1.5269123,6.385504,1,2.5819721,5.142653
967,A_PuertoRico_8_1934_PA_185_1946,2.2791278,6.4992013,1,2.5819721,5.142653
968,A_PuertoRico_8_1934_PA_185_1961,2.4575505,6.547568,1,2.5819721,5.142653
969,A_PuertoRico_8_1934_PA_185_1975,2.6519077,6.7579794,1,2.5819721,5.142653
970,A_PuertoRico_8_1934_PA_1860_1885,2.1887326,5.1864705,1,2.5819721,5.142653
971,A_PuertoRico_8_1934_PA_1861_1909,0.24831717,6.103533,1,2.5819721,5.142653
972,A_PuertoRico_8_1934_PA_1861_1925,0.65990055,6.198771,1,2.5819721,5.142653
973,A_PuertoRico_8_1934_PA_1861_1926,0.8883017,6.181568,1,2.5819721,5.142653
974,A_PuertoRico_8_1934_PA_1861_1935,-0.008685705,6.145959,1,2.5819721,5.142653
975,A_PuertoRico_8_1934_PA_1867_1960,11.366895,6.2831645,0,8.571022,4.451144
976,A_PuertoRico_8_1934_PA_1867_1967,10.044724,7.3256273,0,8.571022,4.451144
977,A_PuertoRico_8_1934_PA_1867_1974,11.287028,6.3126764,0,8.571022,4.451144
978,A_PuertoRico_8_1934_PA_186_1924,3.6379406,7.5946584,1,2.5819721,5.142653
979,A_PuertoRico_8_1934_PA_186_1982,4.038793,7.2939024,1,2.5819721,5.142653
980,A_PuertoRico_8_1934_PA_186_2019,3.9820337,7.7944207,1,2.5819721,5.142653
981,A_PuertoRico_8_1934_PA_186_2029,3.4886081,7.7035418,1,2.5819721,5.142653
982,A_PuertoRico_8_1934_PA_186_2068,3.1614518,7.6766963,1,2.5819721,5.142653
983,A_PuertoRico_8_1934_PA_186_2074,3.594825,8.079567,1,2.5819721,5.142653
984,A_PuertoRico_8_1934_PA_1874_1974,11.236736,6.319359,0,8.571022,4.451144
985,A_PuertoRico_8_1934_PA_1878_1937,10.028254,7.1744437,0,8.571022,4.451144
986,A_PuertoRico_8_1934_PA_187_1879,10.830394,5.454175,0,8.571022,4.451144
987,A_PuertoRico_8_1934_PA_187_1945,10.635497,6.585984,0,8.571022,4.451144
988,A_PuertoRico_8_1934_PA_187_1948,9.966806,7.0927916,0,8.571022,4.451144
989,A_PuertoRico_8_1934_PA_187_1960,11.366048,6.2860346,0,8.571022,4.451144
990,A_PuertoRico_8_1934_PA_187_1967,9.987534,7.3403935,0,8.571022,4.451144
991,A_PuertoRico_8_1934_PA_187_1974,11.281394,6.27823,0,8.571022,4.451144
992,A_PuertoRico_8_1934_PA_187_1978,10.5469265,6.608713,0,8.571022,4.451144
993,A_PuertoRico_8_1934_PA_187_1984,9.878738,7.4426484,0,8.571022,4.451144
994,A_PuertoRico_8_1934_PA_187_1990,10.145719,7.6416726,0,8.571022,4.451144
995,A_PuertoRico_8_1934_PA_187_2017,9.109163,7.504033,0,8.571022,4.451144
996,A_PuertoRico_8_1934_PA_187_2027,11.574009,6.9276457,0,8.571022,4.451144
997,A_PuertoRico_8_1934_PA_187_235,9.6596365,7.53704,0,8.571022,4.451144
998,A_PuertoRico_8_1934_PA_187_248,9.862195,7.5091367,0,8.571022,4.451144
999,A_PuertoRico_8_1934_PA_1880_1935,-0.27781743,6.1742353,1,2.5819721,5.142653
1000,A_PuertoRico_8_1934_PA_1885_2016,9.533957,6.4555287,0,8.571022,4.451144
1001,A_PuertoRico_8_1934_PA_188_1851,7.8128123,7.3435187,0,8.571022,4.451144
1002,A_PuertoRico_8_1934_PA_188_1932,7.773346,7.4013143,0,8.571022,4.451144
1003,A_PuertoRico_8_1934_PA_188_1952,7.9035196,7.20043,0,8.571022,4.451144
1004,A_PuertoRico_8_1934_PA_188_1966,7.8620615,7.2905817,0,8.571022,4.451144
1005,A_PuertoRico_8_1934_PA_188_1968,7.809459,7.32337,0,8.571022,4.451144
1006,A_PuertoRico_8_1934_PA_188_1987,7.8637805,7.3100634,0,8.571022,4.451144
