Segment,Start,End,NGS_read_count,ACC_num,Cells,Context,Compartment,Resolution
PB2,244,2144,5,ERR3474689,human,in vivo,extracellular,bulk
PB2,244,2177,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,244,2184,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,244,2206,139,ERR3474689,human,in vivo,extracellular,bulk
PB2,244,2233,25,ERR3474689,human,in vivo,extracellular,bulk
PB2,245,2207,2,ERR3474689,human,in vivo,extracellular,bulk
PB2,245,2212,131,ERR3474689,human,in vivo,extracellular,bulk
PB2,246,2275,20,ERR3474689,human,in vivo,extracellular,bulk
PB2,281,1619,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,285,1994,16,ERR3474689,human,in vivo,extracellular,bulk
PB2,291,1632,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,324,1955,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,348,2060,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,351,2014,51,ERR3474689,human,in vivo,extracellular,bulk
PB2,357,1714,56,ERR3474689,human,in vivo,extracellular,bulk
PB2,358,1954,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,376,2123,9,ERR3474689,human,in vivo,extracellular,bulk
PB2,37,64,10,ERR3474689,human,in vivo,extracellular,bulk
PB2,391,1888,29,ERR3474689,human,in vivo,extracellular,bulk
PB2,391,1949,42,ERR3474689,human,in vivo,extracellular,bulk
PB2,395,1940,110,ERR3474689,human,in vivo,extracellular,bulk
PB2,400,1949,78,ERR3474689,human,in vivo,extracellular,bulk
PB2,414,2275,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,417,1979,36,ERR3474689,human,in vivo,extracellular,bulk
PB2,427,1888,61,ERR3474689,human,in vivo,extracellular,bulk
PB2,428,2032,54,ERR3474689,human,in vivo,extracellular,bulk
PB2,428,2086,2,ERR3474689,human,in vivo,extracellular,bulk
PB2,429,1909,96,ERR3474689,human,in vivo,extracellular,bulk
PB2,429,2056,66,ERR3474689,human,in vivo,extracellular,bulk
PB2,430,2057,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,43,68,14,ERR3474689,human,in vivo,extracellular,bulk
PB2,443,1907,22,ERR3474689,human,in vivo,extracellular,bulk
PB2,443,1934,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,443,1958,48,ERR3474689,human,in vivo,extracellular,bulk
PB2,444,1888,23,ERR3474689,human,in vivo,extracellular,bulk
PB2,444,1905,38,ERR3474689,human,in vivo,extracellular,bulk
PB2,44,69,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,460,1513,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,461,1997,25,ERR3474689,human,in vivo,extracellular,bulk
PB2,470,2235,50,ERR3474689,human,in vivo,extracellular,bulk
PB2,471,1758,10,ERR3474689,human,in vivo,extracellular,bulk
PB2,537,1738,87,ERR3474689,human,in vivo,extracellular,bulk
PB2,553,1363,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,558,1875,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,596,2251,1,ERR3474689,human,in vivo,extracellular,bulk
PB2,860,1633,92,ERR3474689,human,in vivo,extracellular,bulk
PB2,995,2301,1,ERR3474689,human,in vivo,extracellular,bulk
PA,103,2006,21,ERR3474689,human,in vivo,extracellular,bulk
PA,106,175,70,ERR3474689,human,in vivo,extracellular,bulk
PA,169,2006,83,ERR3474689,human,in vivo,extracellular,bulk
PA,169,2052,9,ERR3474689,human,in vivo,extracellular,bulk
PA,170,214,50,ERR3474689,human,in vivo,extracellular,bulk
PA,173,2045,23,ERR3474689,human,in vivo,extracellular,bulk
PA,173,214,12,ERR3474689,human,in vivo,extracellular,bulk
PA,1747,1787,1,ERR3474689,human,in vivo,extracellular,bulk
PA,191,2042,77,ERR3474689,human,in vivo,extracellular,bulk
PA,192,2000,40,ERR3474689,human,in vivo,extracellular,bulk
PA,192,2128,12,ERR3474689,human,in vivo,extracellular,bulk
PA,210,2046,11,ERR3474689,human,in vivo,extracellular,bulk
PA,210,2123,17,ERR3474689,human,in vivo,extracellular,bulk
PA,211,1861,28,ERR3474689,human,in vivo,extracellular,bulk
PA,2134,2172,19,ERR3474689,human,in vivo,extracellular,bulk
PA,214,2064,31,ERR3474689,human,in vivo,extracellular,bulk
PA,227,2118,12,ERR3474689,human,in vivo,extracellular,bulk
PA,229,2041,1,ERR3474689,human,in vivo,extracellular,bulk
PA,259,1823,3,ERR3474689,human,in vivo,extracellular,bulk
PA,261,2037,19,ERR3474689,human,in vivo,extracellular,bulk
PA,307,1908,28,ERR3474689,human,in vivo,extracellular,bulk
PA,314,1857,62,ERR3474689,human,in vivo,extracellular,bulk
PA,368,2134,7,ERR3474689,human,in vivo,extracellular,bulk
PA,369,1812,5,ERR3474689,human,in vivo,extracellular,bulk
PA,371,2036,14,ERR3474689,human,in vivo,extracellular,bulk
PA,379,1811,7,ERR3474689,human,in vivo,extracellular,bulk
PA,399,1858,43,ERR3474689,human,in vivo,extracellular,bulk
PA,400,1829,1,ERR3474689,human,in vivo,extracellular,bulk
PA,400,1859,1,ERR3474689,human,in vivo,extracellular,bulk
PA,416,1912,2,ERR3474689,human,in vivo,extracellular,bulk
PA,417,2110,1,ERR3474689,human,in vivo,extracellular,bulk
PA,421,1857,104,ERR3474689,human,in vivo,extracellular,bulk
PA,426,1856,262,ERR3474689,human,in vivo,extracellular,bulk
PA,42,72,4,ERR3474689,human,in vivo,extracellular,bulk
PA,432,1923,1,ERR3474689,human,in vivo,extracellular,bulk
PA,433,1770,89,ERR3474689,human,in vivo,extracellular,bulk
PA,436,1936,44,ERR3474689,human,in vivo,extracellular,bulk
PA,457,1860,34,ERR3474689,human,in vivo,extracellular,bulk
PA,463,1731,9,ERR3474689,human,in vivo,extracellular,bulk
PA,488,1813,12,ERR3474689,human,in vivo,extracellular,bulk
PA,490,1831,47,ERR3474689,human,in vivo,extracellular,bulk
PA,500,1742,23,ERR3474689,human,in vivo,extracellular,bulk
PA,503,1811,6,ERR3474689,human,in vivo,extracellular,bulk
PA,514,1811,150,ERR3474689,human,in vivo,extracellular,bulk
PA,514,1856,54,ERR3474689,human,in vivo,extracellular,bulk
PA,515,1731,43,ERR3474689,human,in vivo,extracellular,bulk
PA,517,1733,1,ERR3474689,human,in vivo,extracellular,bulk
PA,518,1719,14,ERR3474689,human,in vivo,extracellular,bulk
PA,520,1905,62,ERR3474689,human,in vivo,extracellular,bulk
PA,524,1741,1,ERR3474689,human,in vivo,extracellular,bulk
PA,525,1928,38,ERR3474689,human,in vivo,extracellular,bulk
PA,526,1811,61,ERR3474689,human,in vivo,extracellular,bulk
PA,537,1862,26,ERR3474689,human,in vivo,extracellular,bulk
PA,541,1772,91,ERR3474689,human,in vivo,extracellular,bulk
PA,542,1859,90,ERR3474689,human,in vivo,extracellular,bulk
PA,543,1936,62,ERR3474689,human,in vivo,extracellular,bulk
PA,572,1861,1,ERR3474689,human,in vivo,extracellular,bulk
PA,602,1945,381,ERR3474689,human,in vivo,extracellular,bulk
PA,602,1946,2,ERR3474689,human,in vivo,extracellular,bulk
PA,67,92,2,ERR3474689,human,in vivo,extracellular,bulk
PA,775,1504,122,ERR3474689,human,in vivo,extracellular,bulk
PA,847,1396,124,ERR3474689,human,in vivo,extracellular,bulk
NA,349,1093,5,ERR3474689,human,in vivo,extracellular,bulk
NA,391,1265,1,ERR3474689,human,in vivo,extracellular,bulk
M,107,1007,3,ERR3474689,human,in vivo,extracellular,bulk
M,108,1008,859,ERR3474689,human,in vivo,extracellular,bulk
M,109,1009,1,ERR3474689,human,in vivo,extracellular,bulk
M,135,1055,63,ERR3474689,human,in vivo,extracellular,bulk
M,139,1028,1,ERR3474689,human,in vivo,extracellular,bulk
M,141,1030,73,ERR3474689,human,in vivo,extracellular,bulk
M,141,1059,16,ERR3474689,human,in vivo,extracellular,bulk
M,152,1042,12,ERR3474689,human,in vivo,extracellular,bulk
M,152,863,36,ERR3474689,human,in vivo,extracellular,bulk
M,173,1082,2,ERR3474689,human,in vivo,extracellular,bulk
M,189,1086,1,ERR3474689,human,in vivo,extracellular,bulk
M,217,1085,5,ERR3474689,human,in vivo,extracellular,bulk
M,225,1086,14,ERR3474689,human,in vivo,extracellular,bulk
M,250,1056,19,ERR3474689,human,in vivo,extracellular,bulk
PB2,602,1777,1,ERR3474692,human,in vivo,extracellular,bulk
PB1,242,2190,1,ERR3474693,human,in vivo,extracellular,bulk
PB1,365,2047,43,ERR3474693,human,in vivo,extracellular,bulk
PB1,435,1674,19,ERR3474693,human,in vivo,extracellular,bulk
PB1,435,1810,70,ERR3474693,human,in vivo,extracellular,bulk
PB1,449,1727,6,ERR3474693,human,in vivo,extracellular,bulk
PB1,462,1809,65,ERR3474693,human,in vivo,extracellular,bulk
PB1,501,1743,2,ERR3474693,human,in vivo,extracellular,bulk
PB1,502,1744,123,ERR3474693,human,in vivo,extracellular,bulk
PB1,544,1782,1,ERR3474693,human,in vivo,extracellular,bulk
PB1,576,1772,15,ERR3474693,human,in vivo,extracellular,bulk
PB1,686,1841,13,ERR3474693,human,in vivo,extracellular,bulk
PB1,722,1574,21,ERR3474693,human,in vivo,extracellular,bulk
PB1,848,1568,6,ERR3474693,human,in vivo,extracellular,bulk
PB1,867,1596,23,ERR3474693,human,in vivo,extracellular,bulk
PB1,876,1603,1,ERR3474693,human,in vivo,extracellular,bulk
PB2,138,2152,130,ERR3474693,human,in vivo,extracellular,bulk
PB2,166,2143,45,ERR3474693,human,in vivo,extracellular,bulk
PB2,242,2207,1,ERR3474693,human,in vivo,extracellular,bulk
PB2,243,2154,1,ERR3474693,human,in vivo,extracellular,bulk
PB2,243,2208,154,ERR3474693,human,in vivo,extracellular,bulk
PB2,244,2144,9,ERR3474693,human,in vivo,extracellular,bulk
PB2,281,1619,1,ERR3474693,human,in vivo,extracellular,bulk
PB2,325,1665,1,ERR3474693,human,in vivo,extracellular,bulk
PB2,341,1931,32,ERR3474693,human,in vivo,extracellular,bulk
PB2,358,1954,1,ERR3474693,human,in vivo,extracellular,bulk
PB2,392,2144,32,ERR3474693,human,in vivo,extracellular,bulk
PB2,517,1888,33,ERR3474693,human,in vivo,extracellular,bulk
PB2,536,1685,22,ERR3474693,human,in vivo,extracellular,bulk
PB2,639,1520,3,ERR3474693,human,in vivo,extracellular,bulk
PB2,643,1654,11,ERR3474693,human,in vivo,extracellular,bulk
PB2,647,1791,19,ERR3474693,human,in vivo,extracellular,bulk
PB2,719,1777,33,ERR3474693,human,in vivo,extracellular,bulk
PB2,995,2301,1,ERR3474693,human,in vivo,extracellular,bulk
PA,232,2113,11,ERR3474693,human,in vivo,extracellular,bulk
PA,271,1708,29,ERR3474693,human,in vivo,extracellular,bulk
PA,439,1750,15,ERR3474693,human,in vivo,extracellular,bulk
PA,477,1763,1,ERR3474693,human,in vivo,extracellular,bulk
PA,477,1848,19,ERR3474693,human,in vivo,extracellular,bulk
PA,488,1824,13,ERR3474693,human,in vivo,extracellular,bulk
PA,490,1828,12,ERR3474693,human,in vivo,extracellular,bulk
PA,503,1811,4,ERR3474693,human,in vivo,extracellular,bulk
PA,653,1823,18,ERR3474693,human,in vivo,extracellular,bulk
M,134,1032,17,ERR3474693,human,in vivo,extracellular,bulk
PB2,1422,1762,1,ERR3474694,human,in vivo,extracellular,bulk
PB2,1600,1735,1,ERR3474694,human,in vivo,extracellular,bulk
PB2,635,1788,1,ERR3474694,human,in vivo,extracellular,bulk
PB2,640,1793,147,ERR3474694,human,in vivo,extracellular,bulk
PA,417,1524,2,ERR3474694,human,in vivo,extracellular,bulk
PA,636,1592,1,ERR3474694,human,in vivo,extracellular,bulk
NA,696,813,1,ERR3474694,human,in vivo,extracellular,bulk
PB1,296,2075,152,ERR3474697,human,in vivo,extracellular,bulk
PB1,586,1792,1,ERR3474697,human,in vivo,extracellular,bulk
PB2,113,1742,4,ERR3474697,human,in vivo,extracellular,bulk
PB2,1341,1482,1,ERR3474697,human,in vivo,extracellular,bulk
PB2,236,1782,1,ERR3474697,human,in vivo,extracellular,bulk
PB2,244,2184,6,ERR3474697,human,in vivo,extracellular,bulk
PB2,841,1430,124,ERR3474697,human,in vivo,extracellular,bulk
PB1,1033,1430,10,ERR3474698,human,in vivo,extracellular,bulk
PB1,1037,1793,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,242,2163,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,306,2051,39,ERR3474698,human,in vivo,extracellular,bulk
PB1,311,2057,2,ERR3474698,human,in vivo,extracellular,bulk
PB1,344,1697,2,ERR3474698,human,in vivo,extracellular,bulk
PB1,348,2038,23,ERR3474698,human,in vivo,extracellular,bulk
PB1,375,1936,25,ERR3474698,human,in vivo,extracellular,bulk
PB1,378,1864,10,ERR3474698,human,in vivo,extracellular,bulk
PB1,403,2033,27,ERR3474698,human,in vivo,extracellular,bulk
PB1,425,1935,11,ERR3474698,human,in vivo,extracellular,bulk
PB1,438,1778,7,ERR3474698,human,in vivo,extracellular,bulk
PB1,442,1944,41,ERR3474698,human,in vivo,extracellular,bulk
PB1,443,1647,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,443,2007,2,ERR3474698,human,in vivo,extracellular,bulk
PB1,447,1937,20,ERR3474698,human,in vivo,extracellular,bulk
PB1,450,1695,12,ERR3474698,human,in vivo,extracellular,bulk
PB1,454,1944,22,ERR3474698,human,in vivo,extracellular,bulk
PB1,499,1815,17,ERR3474698,human,in vivo,extracellular,bulk
PB1,500,1698,2,ERR3474698,human,in vivo,extracellular,bulk
PB1,500,1814,16,ERR3474698,human,in vivo,extracellular,bulk
PB1,518,1830,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,521,1723,9,ERR3474698,human,in vivo,extracellular,bulk
PB1,527,1625,16,ERR3474698,human,in vivo,extracellular,bulk
PB1,530,1824,3,ERR3474698,human,in vivo,extracellular,bulk
PB1,532,1747,20,ERR3474698,human,in vivo,extracellular,bulk
PB1,534,1776,14,ERR3474698,human,in vivo,extracellular,bulk
PB1,534,1868,30,ERR3474698,human,in vivo,extracellular,bulk
PB1,538,1728,29,ERR3474698,human,in vivo,extracellular,bulk
PB1,540,1864,6,ERR3474698,human,in vivo,extracellular,bulk
PB1,542,1768,3,ERR3474698,human,in vivo,extracellular,bulk
PB1,542,1995,13,ERR3474698,human,in vivo,extracellular,bulk
PB1,589,1749,6,ERR3474698,human,in vivo,extracellular,bulk
PB1,613,1746,11,ERR3474698,human,in vivo,extracellular,bulk
PB1,633,1625,5,ERR3474698,human,in vivo,extracellular,bulk
PB1,635,2042,5,ERR3474698,human,in vivo,extracellular,bulk
PB1,638,1729,9,ERR3474698,human,in vivo,extracellular,bulk
PB1,642,1741,326,ERR3474698,human,in vivo,extracellular,bulk
PB1,644,1737,12,ERR3474698,human,in vivo,extracellular,bulk
PB1,645,1745,6,ERR3474698,human,in vivo,extracellular,bulk
PB1,645,1815,5,ERR3474698,human,in vivo,extracellular,bulk
PB1,647,1749,30,ERR3474698,human,in vivo,extracellular,bulk
PB1,649,1737,16,ERR3474698,human,in vivo,extracellular,bulk
PB1,650,1944,11,ERR3474698,human,in vivo,extracellular,bulk
PB1,686,1939,11,ERR3474698,human,in vivo,extracellular,bulk
PB1,692,1595,21,ERR3474698,human,in vivo,extracellular,bulk
PB1,692,1722,41,ERR3474698,human,in vivo,extracellular,bulk
PB1,692,1758,64,ERR3474698,human,in vivo,extracellular,bulk
PB1,693,1695,12,ERR3474698,human,in vivo,extracellular,bulk
PB1,693,1982,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,696,1595,22,ERR3474698,human,in vivo,extracellular,bulk
PB1,703,1725,7,ERR3474698,human,in vivo,extracellular,bulk
PB1,705,1586,21,ERR3474698,human,in vivo,extracellular,bulk
PB1,711,1577,25,ERR3474698,human,in vivo,extracellular,bulk
PB1,713,1587,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,713,1590,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,714,1574,15,ERR3474698,human,in vivo,extracellular,bulk
PB1,714,1612,2,ERR3474698,human,in vivo,extracellular,bulk
PB1,715,1565,20,ERR3474698,human,in vivo,extracellular,bulk
PB1,719,1497,13,ERR3474698,human,in vivo,extracellular,bulk
PB1,720,1569,47,ERR3474698,human,in vivo,extracellular,bulk
PB1,720,1574,26,ERR3474698,human,in vivo,extracellular,bulk
PB1,721,1574,12,ERR3474698,human,in vivo,extracellular,bulk
PB1,728,1555,18,ERR3474698,human,in vivo,extracellular,bulk
PB1,728,1564,8,ERR3474698,human,in vivo,extracellular,bulk
PB1,728,1678,16,ERR3474698,human,in vivo,extracellular,bulk
PB1,732,1558,15,ERR3474698,human,in vivo,extracellular,bulk
PB1,736,1576,3,ERR3474698,human,in vivo,extracellular,bulk
PB1,747,1511,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,753,1543,6,ERR3474698,human,in vivo,extracellular,bulk
PB1,754,1674,8,ERR3474698,human,in vivo,extracellular,bulk
PB1,757,1719,31,ERR3474698,human,in vivo,extracellular,bulk
PB1,758,1539,13,ERR3474698,human,in vivo,extracellular,bulk
PB1,760,1531,3,ERR3474698,human,in vivo,extracellular,bulk
PB1,763,1543,40,ERR3474698,human,in vivo,extracellular,bulk
PB1,769,1514,11,ERR3474698,human,in vivo,extracellular,bulk
PB1,774,1543,113,ERR3474698,human,in vivo,extracellular,bulk
PB1,774,1608,3,ERR3474698,human,in vivo,extracellular,bulk
PB1,776,1545,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,777,1496,9,ERR3474698,human,in vivo,extracellular,bulk
PB1,777,1509,10,ERR3474698,human,in vivo,extracellular,bulk
PB1,777,1511,17,ERR3474698,human,in vivo,extracellular,bulk
PB1,777,1515,14,ERR3474698,human,in vivo,extracellular,bulk
PB1,778,1610,7,ERR3474698,human,in vivo,extracellular,bulk
PB1,778,1614,2,ERR3474698,human,in vivo,extracellular,bulk
PB1,778,1626,7,ERR3474698,human,in vivo,extracellular,bulk
PB1,786,1575,20,ERR3474698,human,in vivo,extracellular,bulk
PB1,786,1585,2,ERR3474698,human,in vivo,extracellular,bulk
PB1,787,1534,8,ERR3474698,human,in vivo,extracellular,bulk
PB1,790,1522,22,ERR3474698,human,in vivo,extracellular,bulk
PB1,790,1539,11,ERR3474698,human,in vivo,extracellular,bulk
PB1,794,1508,9,ERR3474698,human,in vivo,extracellular,bulk
PB1,794,1536,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,795,1508,17,ERR3474698,human,in vivo,extracellular,bulk
PB1,795,1512,2,ERR3474698,human,in vivo,extracellular,bulk
PB1,795,1541,11,ERR3474698,human,in vivo,extracellular,bulk
PB1,796,1482,6,ERR3474698,human,in vivo,extracellular,bulk
PB1,796,1490,3,ERR3474698,human,in vivo,extracellular,bulk
PB1,798,1611,3,ERR3474698,human,in vivo,extracellular,bulk
PB1,799,1511,51,ERR3474698,human,in vivo,extracellular,bulk
PB1,799,1586,7,ERR3474698,human,in vivo,extracellular,bulk
PB1,800,1611,14,ERR3474698,human,in vivo,extracellular,bulk
PB1,800,1617,4,ERR3474698,human,in vivo,extracellular,bulk
PB1,801,1611,5,ERR3474698,human,in vivo,extracellular,bulk
PB1,829,1498,11,ERR3474698,human,in vivo,extracellular,bulk
PB1,829,1500,4,ERR3474698,human,in vivo,extracellular,bulk
PB1,829,1652,9,ERR3474698,human,in vivo,extracellular,bulk
PB1,830,1566,10,ERR3474698,human,in vivo,extracellular,bulk
PB1,830,1643,10,ERR3474698,human,in vivo,extracellular,bulk
PB1,833,1551,10,ERR3474698,human,in vivo,extracellular,bulk
PB1,833,1608,8,ERR3474698,human,in vivo,extracellular,bulk
PB1,834,1450,13,ERR3474698,human,in vivo,extracellular,bulk
PB1,834,1490,10,ERR3474698,human,in vivo,extracellular,bulk
PB1,839,1534,11,ERR3474698,human,in vivo,extracellular,bulk
PB1,839,1642,8,ERR3474698,human,in vivo,extracellular,bulk
PB1,840,1552,8,ERR3474698,human,in vivo,extracellular,bulk
PB1,848,1494,8,ERR3474698,human,in vivo,extracellular,bulk
PB1,848,1607,13,ERR3474698,human,in vivo,extracellular,bulk
PB1,866,1778,3,ERR3474698,human,in vivo,extracellular,bulk
PB1,867,1556,12,ERR3474698,human,in vivo,extracellular,bulk
PB1,86,1312,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,871,1484,6,ERR3474698,human,in vivo,extracellular,bulk
PB1,873,1593,10,ERR3474698,human,in vivo,extracellular,bulk
PB1,874,1481,10,ERR3474698,human,in vivo,extracellular,bulk
PB1,876,1593,4,ERR3474698,human,in vivo,extracellular,bulk
PB1,878,1466,4,ERR3474698,human,in vivo,extracellular,bulk
PB1,887,1593,6,ERR3474698,human,in vivo,extracellular,bulk
PB1,892,1496,13,ERR3474698,human,in vivo,extracellular,bulk
PB1,892,1509,11,ERR3474698,human,in vivo,extracellular,bulk
PB1,894,1573,18,ERR3474698,human,in vivo,extracellular,bulk
PB1,895,1502,7,ERR3474698,human,in vivo,extracellular,bulk
PB1,896,1445,7,ERR3474698,human,in vivo,extracellular,bulk
PB1,898,1569,2,ERR3474698,human,in vivo,extracellular,bulk
PB1,903,1483,11,ERR3474698,human,in vivo,extracellular,bulk
PB1,907,1559,6,ERR3474698,human,in vivo,extracellular,bulk
PB1,909,1570,10,ERR3474698,human,in vivo,extracellular,bulk
PB1,913,1476,12,ERR3474698,human,in vivo,extracellular,bulk
PB1,921,1540,12,ERR3474698,human,in vivo,extracellular,bulk
PB1,924,1430,16,ERR3474698,human,in vivo,extracellular,bulk
PB1,925,1724,50,ERR3474698,human,in vivo,extracellular,bulk
PB1,927,1695,14,ERR3474698,human,in vivo,extracellular,bulk
PB1,947,1450,8,ERR3474698,human,in vivo,extracellular,bulk
PB1,951,1543,16,ERR3474698,human,in vivo,extracellular,bulk
PB1,953,1680,1,ERR3474698,human,in vivo,extracellular,bulk
PB1,983,1495,14,ERR3474698,human,in vivo,extracellular,bulk
PB1,984,1496,1,ERR3474698,human,in vivo,extracellular,bulk
PB2,1010,1534,12,ERR3474698,human,in vivo,extracellular,bulk
PB2,1019,1464,6,ERR3474698,human,in vivo,extracellular,bulk
PB2,1070,1398,7,ERR3474698,human,in vivo,extracellular,bulk
PB2,141,2215,8,ERR3474698,human,in vivo,extracellular,bulk
PB2,181,2194,5,ERR3474698,human,in vivo,extracellular,bulk
PB2,203,2052,55,ERR3474698,human,in vivo,extracellular,bulk
PB2,243,2303,2,ERR3474698,human,in vivo,extracellular,bulk
PB2,244,2032,7,ERR3474698,human,in vivo,extracellular,bulk
PB2,244,2078,4,ERR3474698,human,in vivo,extracellular,bulk
PB2,244,2086,5,ERR3474698,human,in vivo,extracellular,bulk
PB2,263,2080,10,ERR3474698,human,in vivo,extracellular,bulk
PB2,265,2058,8,ERR3474698,human,in vivo,extracellular,bulk
PB2,283,2123,4,ERR3474698,human,in vivo,extracellular,bulk
PB2,308,1916,6,ERR3474698,human,in vivo,extracellular,bulk
PB2,356,2123,10,ERR3474698,human,in vivo,extracellular,bulk
PB2,379,2003,11,ERR3474698,human,in vivo,extracellular,bulk
PB2,389,1960,8,ERR3474698,human,in vivo,extracellular,bulk
PB2,393,1981,13,ERR3474698,human,in vivo,extracellular,bulk
PB2,428,1896,2,ERR3474698,human,in vivo,extracellular,bulk
PB2,443,1907,38,ERR3474698,human,in vivo,extracellular,bulk
PB2,445,1751,12,ERR3474698,human,in vivo,extracellular,bulk
PB2,451,1949,7,ERR3474698,human,in vivo,extracellular,bulk
PB2,453,1829,5,ERR3474698,human,in vivo,extracellular,bulk
PB2,463,1739,17,ERR3474698,human,in vivo,extracellular,bulk
PB2,466,1963,2,ERR3474698,human,in vivo,extracellular,bulk
PB2,469,1982,8,ERR3474698,human,in vivo,extracellular,bulk
PB2,472,1966,19,ERR3474698,human,in vivo,extracellular,bulk
PB2,480,1865,59,ERR3474698,human,in vivo,extracellular,bulk
PB2,490,1975,3,ERR3474698,human,in vivo,extracellular,bulk
PB2,500,1658,6,ERR3474698,human,in vivo,extracellular,bulk
PB2,505,1688,4,ERR3474698,human,in vivo,extracellular,bulk
PB2,511,1909,12,ERR3474698,human,in vivo,extracellular,bulk
PB2,512,1930,7,ERR3474698,human,in vivo,extracellular,bulk
PB2,520,1966,12,ERR3474698,human,in vivo,extracellular,bulk
PB2,521,1878,14,ERR3474698,human,in vivo,extracellular,bulk
PB2,547,1710,4,ERR3474698,human,in vivo,extracellular,bulk
PB2,563,1888,4,ERR3474698,human,in vivo,extracellular,bulk
PB2,583,2005,13,ERR3474698,human,in vivo,extracellular,bulk
PB2,586,1949,27,ERR3474698,human,in vivo,extracellular,bulk
PB2,607,1907,13,ERR3474698,human,in vivo,extracellular,bulk
PB2,610,1587,13,ERR3474698,human,in vivo,extracellular,bulk
PB2,612,1737,19,ERR3474698,human,in vivo,extracellular,bulk
PB2,632,1632,13,ERR3474698,human,in vivo,extracellular,bulk
PB2,637,1911,27,ERR3474698,human,in vivo,extracellular,bulk
PB2,642,1877,18,ERR3474698,human,in vivo,extracellular,bulk
PB2,643,1592,3,ERR3474698,human,in vivo,extracellular,bulk
PB2,729,1580,11,ERR3474698,human,in vivo,extracellular,bulk
PB2,738,1689,10,ERR3474698,human,in vivo,extracellular,bulk
PB2,743,1582,8,ERR3474698,human,in vivo,extracellular,bulk
PB2,744,1577,5,ERR3474698,human,in vivo,extracellular,bulk
PB2,772,1590,1,ERR3474698,human,in vivo,extracellular,bulk
PB2,792,1521,7,ERR3474698,human,in vivo,extracellular,bulk
PB2,792,1619,3,ERR3474698,human,in vivo,extracellular,bulk
PB2,792,1654,5,ERR3474698,human,in vivo,extracellular,bulk
PB2,840,1534,15,ERR3474698,human,in vivo,extracellular,bulk
PB2,841,1578,15,ERR3474698,human,in vivo,extracellular,bulk
PB2,841,1634,3,ERR3474698,human,in vivo,extracellular,bulk
PB2,842,1467,6,ERR3474698,human,in vivo,extracellular,bulk
PB2,842,1574,15,ERR3474698,human,in vivo,extracellular,bulk
PB2,842,1581,8,ERR3474698,human,in vivo,extracellular,bulk
PB2,860,1577,12,ERR3474698,human,in vivo,extracellular,bulk
PB2,860,1629,4,ERR3474698,human,in vivo,extracellular,bulk
PB2,920,1520,1,ERR3474698,human,in vivo,extracellular,bulk
PB2,922,1483,4,ERR3474698,human,in vivo,extracellular,bulk
PB2,926,1412,3,ERR3474698,human,in vivo,extracellular,bulk
PB2,993,1544,58,ERR3474698,human,in vivo,extracellular,bulk
PB2,995,2301,1,ERR3474698,human,in vivo,extracellular,bulk
PB2,996,1578,1,ERR3474698,human,in vivo,extracellular,bulk
PA,1110,1643,22,ERR3474698,human,in vivo,extracellular,bulk
PA,1128,1612,7,ERR3474698,human,in vivo,extracellular,bulk
PA,1396,2062,4,ERR3474698,human,in vivo,extracellular,bulk
PA,244,2067,19,ERR3474698,human,in vivo,extracellular,bulk
PA,269,2004,2,ERR3474698,human,in vivo,extracellular,bulk
PA,314,1495,10,ERR3474698,human,in vivo,extracellular,bulk
PA,314,1945,20,ERR3474698,human,in vivo,extracellular,bulk
PA,320,1473,11,ERR3474698,human,in vivo,extracellular,bulk
PA,379,1862,26,ERR3474698,human,in vivo,extracellular,bulk
PA,415,1861,16,ERR3474698,human,in vivo,extracellular,bulk
PA,416,1860,3,ERR3474698,human,in vivo,extracellular,bulk
PA,427,2072,4,ERR3474698,human,in vivo,extracellular,bulk
PA,430,1861,19,ERR3474698,human,in vivo,extracellular,bulk
PA,430,1885,9,ERR3474698,human,in vivo,extracellular,bulk
PA,431,1854,11,ERR3474698,human,in vivo,extracellular,bulk
PA,455,1863,10,ERR3474698,human,in vivo,extracellular,bulk
PA,478,1935,4,ERR3474698,human,in vivo,extracellular,bulk
