Segment,Start,End,NGS_read_count,ACC_num,Context,Compartment,Resolution,Replicate
PB1,726,1609,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,726,1944,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,727,1605,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,728,1555,8,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,728,1564,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,728,1642,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,728,1934,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,729,1544,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,729,1555,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,729,1558,8,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,729,1601,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,729,1745,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,729,2092,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,72,2003,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,730,1486,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,730,1586,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,730,1946,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,731,1572,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,731,1573,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,731,1611,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,731,1749,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,731,1905,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,732,1905,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,734,1539,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,734,1559,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,736,1614,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,737,1934,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,738,1542,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,738,1544,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,748,1613,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,748,1675,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,74,1755,7,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,751,1729,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,752,1578,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,753,1608,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,753,1830,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,754,1574,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,755,1556,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,755,1573,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,757,1571,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,758,1555,11,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,758,1573,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,758,1577,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,759,1570,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,759,1575,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,759,1903,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,760,1531,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,763,2177,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,767,1516,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,767,1517,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,767,1540,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,767,2216,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,768,2182,886,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,769,2183,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,770,1574,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,770,1778,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,770,1868,557,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,770,2059,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,771,1760,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,771,1869,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,775,1517,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,775,1535,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,775,1540,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,776,1503,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,776,1516,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,776,1522,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,776,1534,50,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,777,1509,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,777,1519,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,777,1525,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,777,1530,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,777,1559,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,777,1576,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,777,1611,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,777,1888,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,786,1495,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,786,1512,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,786,1566,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,786,1569,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,786,1574,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,787,1631,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,787,2224,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,788,1496,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,788,1586,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,789,1492,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,789,1573,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,78,1649,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,78,391,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,790,1561,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,791,1435,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,791,1543,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,791,1570,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,791,1575,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,794,1495,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,794,1569,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,794,1585,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,794,1605,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,794,1624,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,794,1919,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,795,1450,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,795,1490,7,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,795,1495,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,795,1541,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,795,1574,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,796,1566,24,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,796,1631,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,796,1632,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,796,1852,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,797,1539,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,798,1449,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,798,1485,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,798,1489,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,798,1539,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,798,1555,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,798,1556,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,798,1561,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,798,1564,15,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,798,1587,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,798,1630,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,799,1484,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,799,1485,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,799,1496,11,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,799,1509,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,799,1511,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,799,1558,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,799,1601,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,799,1626,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,799,1675,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,79,421,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,800,1492,9,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,800,1500,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,800,1539,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,800,1598,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,800,1611,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,800,1854,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,801,1611,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,801,2046,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,830,1540,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,830,1557,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,830,1566,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,830,1596,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,833,1569,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,833,1585,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,834,1475,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,834,1565,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,834,1642,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,839,1500,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,839,1516,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,839,1534,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,839,1630,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,840,1430,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,840,1444,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,840,1446,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,840,1544,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,840,1552,10,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,840,1575,11,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,840,1586,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,840,1625,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,840,1683,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,841,1568,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,841,1824,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,842,1596,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,866,1541,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,866,1583,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,866,1585,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,866,1597,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,867,1556,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,867,1574,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,867,1600,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,868,1487,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,868,1524,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,868,1560,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,870,1582,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,873,1596,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,874,1596,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,875,1448,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,875,1494,7,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,875,1515,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,875,1572,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,875,1592,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,876,1591,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,904,1497,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,907,1495,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,907,1625,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,908,1489,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,908,1511,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,909,1575,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,910,1514,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,911,1562,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,912,1534,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,912,1577,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,913,1542,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,921,1535,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,926,1580,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,929,1531,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,92,2120,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,92,2156,10,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,934,1516,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,939,1522,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,942,1534,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,944,1432,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,945,1611,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,946,1510,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,946,2047,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,94,1859,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,951,1443,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,955,1443,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,986,1420,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,988,1419,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,98,516,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,996,1419,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB1,998,2226,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1004,1507,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1006,1312,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1006,1638,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1006,2317,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1007,1525,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1034,1417,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1060,1697,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1063,1482,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1063,1757,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1084,1738,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1098,1997,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1144,1891,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1145,1370,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1153,1468,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1153,2295,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1156,1190,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1159,2198,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1178,1434,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1179,1679,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1201,1693,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1213,1867,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1237,1747,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1266,2261,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1273,2065,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,132,2144,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1343,2305,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,134,167,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,135,165,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,135,172,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,135,2144,21,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,136,2123,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,137,2138,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1384,1861,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1397,1852,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,139,2140,18,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,140,2192,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,142,2148,8,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,143,2144,11089,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,143,2153,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,144,2145,36,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,146,2196,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,147,2149,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,148,2211,7,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,151,2143,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,153,1250,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,153,2144,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,153,2145,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,155,2146,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,156,2146,13,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,158,2148,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,159,2148,8,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,159,2214,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,160,182,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,161,2055,12,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,161,2141,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,161,2211,115,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,162,2145,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,162,2207,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1636,2276,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1637,1782,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,163,2121,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,163,2191,16,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,164,2032,15,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,164,2086,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,164,2125,49,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,164,2144,208,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,164,2153,31,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,164,2206,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,164,2211,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,166,2054,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,166,2210,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,167,2126,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,167,2128,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,167,2149,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,167,250,30,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,168,2223,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,168,252,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1696,1729,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,169,2124,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,169,2145,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,169,254,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,170,2240,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,170,567,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,171,208,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,171,2195,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,172,2123,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1738,1973,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,173,213,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,174,2077,10,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,174,2123,177,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,174,2143,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,174,244,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,176,2143,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,178,491,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,180,1402,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1817,1855,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,188,1949,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,188,2191,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,189,2072,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,189,2144,134,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,189,2153,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,189,2211,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,189,245,131,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,1938,2122,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,194,2235,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,196,902,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,197,1652,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,199,2123,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,200,2055,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,202,2051,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,202,2145,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,203,2052,358,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,203,2122,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,203,2146,916,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,203,2208,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,203,2213,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2041,2089,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2044,2288,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2048,2086,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,206,2149,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2081,2246,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2085,2144,28,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2086,2145,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,213,251,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2150,2208,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2174,2210,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,217,2207,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2215,2238,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2223,2271,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2236,2259,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2237,2265,17,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,2280,2348,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,230,2144,109,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,231,263,14,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,232,264,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,233,1954,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,233,2201,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,233,2213,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,238,2057,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,238,2143,13,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,238,2150,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,238,2215,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,238,2264,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,239,2122,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,239,2143,5,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,240,1919,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,240,2148,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,241,2144,9,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,241,2151,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,242,1982,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,242,2151,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,242,2243,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,243,2035,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,243,2067,9,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,243,2081,4,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,243,2123,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,243,2127,71,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,243,2148,22,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,1357,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,1656,3,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2028,7,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2032,23,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2034,249,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2054,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2055,647,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2078,6,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2079,2,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2083,1,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2086,84,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2125,111,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2142,15,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2144,483,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2151,76,SRR15183343,in vivo,extracellular,bulk,3-2
PB2,244,2153,2127,SRR15183343,in vivo,extracellular,bulk,3-2
