Segment,Start,End,NGS_read_count,ACC_num,Cells,Context,Compartment,Resolution
PB1,283,2185,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,290,2175,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,299,2063,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,325,2141,12,SRR10013050,human,in vivo,extracellular,bulk
PB1,326,2162,5,SRR10013050,human,in vivo,extracellular,bulk
PB1,329,2095,4,SRR10013050,human,in vivo,extracellular,bulk
PB1,329,2171,2,SRR10013050,human,in vivo,extracellular,bulk
PB1,367,1900,3,SRR10013050,human,in vivo,extracellular,bulk
PB1,379,1693,2,SRR10013050,human,in vivo,extracellular,bulk
PB1,383,1930,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,409,910,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,425,1895,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,465,1843,11,SRR10013050,human,in vivo,extracellular,bulk
PB1,560,1306,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,562,2015,16,SRR10013050,human,in vivo,extracellular,bulk
PB1,565,1783,9,SRR10013050,human,in vivo,extracellular,bulk
PB1,589,1564,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,594,1690,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,682,1738,6,SRR10013050,human,in vivo,extracellular,bulk
PB1,690,1089,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,73,911,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,748,1495,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,775,1926,5,SRR10013050,human,in vivo,extracellular,bulk
PB1,778,1496,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,786,1416,6,SRR10013050,human,in vivo,extracellular,bulk
PB1,915,1333,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,931,1511,3,SRR10013050,human,in vivo,extracellular,bulk
PB1,932,1616,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,94,2014,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,975,1877,1,SRR10013050,human,in vivo,extracellular,bulk
PB1,97,2016,15,SRR10013050,human,in vivo,extracellular,bulk
PB2,1037,2058,3,SRR10013050,human,in vivo,extracellular,bulk
PB2,1077,2014,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,1126,2015,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,1242,2295,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,1300,1726,6,SRR10013050,human,in vivo,extracellular,bulk
PB2,1527,1985,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,1702,2031,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,185,2156,2,SRR10013050,human,in vivo,extracellular,bulk
PB2,1962,2062,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,2060,2129,3,SRR10013050,human,in vivo,extracellular,bulk
PB2,219,549,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,222,1934,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,225,1284,4,SRR10013050,human,in vivo,extracellular,bulk
PB2,250,2115,37,SRR10013050,human,in vivo,extracellular,bulk
PB2,285,2013,9,SRR10013050,human,in vivo,extracellular,bulk
PB2,293,2020,2,SRR10013050,human,in vivo,extracellular,bulk
PB2,389,2001,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,394,1834,8,SRR10013050,human,in vivo,extracellular,bulk
PB2,464,1940,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,469,1941,3,SRR10013050,human,in vivo,extracellular,bulk
PB2,515,2012,4,SRR10013050,human,in vivo,extracellular,bulk
PB2,584,805,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,596,1850,4,SRR10013050,human,in vivo,extracellular,bulk
PB2,606,1722,1,SRR10013050,human,in vivo,extracellular,bulk
PB2,978,1508,5,SRR10013050,human,in vivo,extracellular,bulk
HA,1020,1052,1,SRR10013272,human,in vivo,extracellular,bulk
HA,1020,1059,1,SRR10013272,human,in vivo,extracellular,bulk
HA,1023,1054,1,SRR10013272,human,in vivo,extracellular,bulk
HA,1077,1688,1,SRR10013272,human,in vivo,extracellular,bulk
HA,1079,1413,1,SRR10013272,human,in vivo,extracellular,bulk
HA,1100,1638,1,SRR10013272,human,in vivo,extracellular,bulk
HA,1140,1356,4,SRR10013272,human,in vivo,extracellular,bulk
HA,1145,1779,2,SRR10013272,human,in vivo,extracellular,bulk
HA,1150,1506,1,SRR10013272,human,in vivo,extracellular,bulk
HA,1158,1579,4,SRR10013272,human,in vivo,extracellular,bulk
HA,1266,1580,1,SRR10013272,human,in vivo,extracellular,bulk
HA,1364,1685,1,SRR10013272,human,in vivo,extracellular,bulk
HA,139,1014,1,SRR10013272,human,in vivo,extracellular,bulk
HA,202,1130,12,SRR10013272,human,in vivo,extracellular,bulk
HA,636,791,1,SRR10013272,human,in vivo,extracellular,bulk
HA,965,1355,1,SRR10013272,human,in vivo,extracellular,bulk
HA,986,1692,1,SRR10013272,human,in vivo,extracellular,bulk
HA,98,172,1,SRR10013272,human,in vivo,extracellular,bulk
HA,99,173,2,SRR10013272,human,in vivo,extracellular,bulk
M,101,418,2,SRR10013272,human,in vivo,extracellular,bulk
M,113,590,2,SRR10013272,human,in vivo,extracellular,bulk
M,118,577,1,SRR10013272,human,in vivo,extracellular,bulk
M,125,1013,97,SRR10013272,human,in vivo,extracellular,bulk
M,129,1025,54,SRR10013272,human,in vivo,extracellular,bulk
M,134,1031,1,SRR10013272,human,in vivo,extracellular,bulk
M,135,522,8,SRR10013272,human,in vivo,extracellular,bulk
M,143,586,6,SRR10013272,human,in vivo,extracellular,bulk
M,148,205,1,SRR10013272,human,in vivo,extracellular,bulk
M,155,893,1,SRR10013272,human,in vivo,extracellular,bulk
M,156,201,1,SRR10013272,human,in vivo,extracellular,bulk
M,163,190,1,SRR10013272,human,in vivo,extracellular,bulk
M,180,942,1,SRR10013272,human,in vivo,extracellular,bulk
M,195,522,1,SRR10013272,human,in vivo,extracellular,bulk
M,223,423,1,SRR10013272,human,in vivo,extracellular,bulk
M,232,960,1,SRR10013272,human,in vivo,extracellular,bulk
M,235,525,1,SRR10013272,human,in vivo,extracellular,bulk
M,237,944,3,SRR10013272,human,in vivo,extracellular,bulk
M,238,882,1,SRR10013272,human,in vivo,extracellular,bulk
M,238,968,1,SRR10013272,human,in vivo,extracellular,bulk
M,249,488,1,SRR10013272,human,in vivo,extracellular,bulk
M,270,589,6,SRR10013272,human,in vivo,extracellular,bulk
M,270,727,1,SRR10013272,human,in vivo,extracellular,bulk
M,279,568,1,SRR10013272,human,in vivo,extracellular,bulk
M,290,945,4,SRR10013272,human,in vivo,extracellular,bulk
M,293,463,1,SRR10013272,human,in vivo,extracellular,bulk
M,296,585,2,SRR10013272,human,in vivo,extracellular,bulk
M,301,611,4,SRR10013272,human,in vivo,extracellular,bulk
M,313,960,3,SRR10013272,human,in vivo,extracellular,bulk
M,315,591,4,SRR10013272,human,in vivo,extracellular,bulk
M,318,966,2,SRR10013272,human,in vivo,extracellular,bulk
M,329,562,1,SRR10013272,human,in vivo,extracellular,bulk
M,333,611,5,SRR10013272,human,in vivo,extracellular,bulk
M,337,360,1,SRR10013272,human,in vivo,extracellular,bulk
M,339,370,1,SRR10013272,human,in vivo,extracellular,bulk
M,350,841,2,SRR10013272,human,in vivo,extracellular,bulk
M,352,946,1,SRR10013272,human,in vivo,extracellular,bulk
M,356,687,1,SRR10013272,human,in vivo,extracellular,bulk
M,358,501,1,SRR10013272,human,in vivo,extracellular,bulk
M,361,691,1,SRR10013272,human,in vivo,extracellular,bulk
M,371,449,2,SRR10013272,human,in vivo,extracellular,bulk
M,375,704,1,SRR10013272,human,in vivo,extracellular,bulk
M,377,546,1,SRR10013272,human,in vivo,extracellular,bulk
M,420,730,1,SRR10013272,human,in vivo,extracellular,bulk
M,426,488,1,SRR10013272,human,in vivo,extracellular,bulk
M,429,496,1,SRR10013272,human,in vivo,extracellular,bulk
M,429,900,1,SRR10013272,human,in vivo,extracellular,bulk
M,440,477,1,SRR10013272,human,in vivo,extracellular,bulk
M,446,739,1,SRR10013272,human,in vivo,extracellular,bulk
M,454,804,1,SRR10013272,human,in vivo,extracellular,bulk
M,455,644,1,SRR10013272,human,in vivo,extracellular,bulk
M,457,755,1,SRR10013272,human,in vivo,extracellular,bulk
M,474,536,1,SRR10013272,human,in vivo,extracellular,bulk
M,485,594,1,SRR10013272,human,in vivo,extracellular,bulk
M,492,522,1,SRR10013272,human,in vivo,extracellular,bulk
M,499,547,1,SRR10013272,human,in vivo,extracellular,bulk
M,502,717,1,SRR10013272,human,in vivo,extracellular,bulk
M,50,685,1,SRR10013272,human,in vivo,extracellular,bulk
M,546,724,1,SRR10013272,human,in vivo,extracellular,bulk
M,564,865,1,SRR10013272,human,in vivo,extracellular,bulk
M,56,313,1,SRR10013272,human,in vivo,extracellular,bulk
M,577,967,4,SRR10013272,human,in vivo,extracellular,bulk
M,582,702,1,SRR10013272,human,in vivo,extracellular,bulk
M,582,971,2,SRR10013272,human,in vivo,extracellular,bulk
M,586,807,1,SRR10013272,human,in vivo,extracellular,bulk
M,606,889,2,SRR10013272,human,in vivo,extracellular,bulk
M,61,547,1,SRR10013272,human,in vivo,extracellular,bulk
M,620,682,1,SRR10013272,human,in vivo,extracellular,bulk
M,66,703,1,SRR10013272,human,in vivo,extracellular,bulk
M,672,866,1,SRR10013272,human,in vivo,extracellular,bulk
M,674,869,1,SRR10013272,human,in vivo,extracellular,bulk
M,703,805,1,SRR10013272,human,in vivo,extracellular,bulk
M,715,786,1,SRR10013272,human,in vivo,extracellular,bulk
M,718,799,1,SRR10013272,human,in vivo,extracellular,bulk
M,730,787,1,SRR10013272,human,in vivo,extracellular,bulk
M,732,950,2,SRR10013272,human,in vivo,extracellular,bulk
M,739,951,1,SRR10013272,human,in vivo,extracellular,bulk
M,73,531,2,SRR10013272,human,in vivo,extracellular,bulk
M,771,816,1,SRR10013272,human,in vivo,extracellular,bulk
M,78,561,1,SRR10013272,human,in vivo,extracellular,bulk
M,81,442,1,SRR10013272,human,in vivo,extracellular,bulk
M,829,902,5,SRR10013272,human,in vivo,extracellular,bulk
M,83,567,2,SRR10013272,human,in vivo,extracellular,bulk
M,844,870,1,SRR10013272,human,in vivo,extracellular,bulk
M,900,964,3,SRR10013272,human,in vivo,extracellular,bulk
M,943,971,1,SRR10013272,human,in vivo,extracellular,bulk
M,97,1017,28,SRR10013272,human,in vivo,extracellular,bulk
NA,1007,1064,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1008,1061,2,SRR10013272,human,in vivo,extracellular,bulk
NA,1010,1062,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1010,1065,2,SRR10013272,human,in vivo,extracellular,bulk
NA,1011,1062,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1011,1063,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1011,1064,2,SRR10013272,human,in vivo,extracellular,bulk
NA,1014,1059,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1019,1058,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1023,1186,3,SRR10013272,human,in vivo,extracellular,bulk
NA,1032,1188,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1055,1165,4,SRR10013272,human,in vivo,extracellular,bulk
NA,1102,1306,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1108,1338,1,SRR10013272,human,in vivo,extracellular,bulk
NA,110,807,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1115,1223,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1115,1308,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1125,1322,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1133,1291,3,SRR10013272,human,in vivo,extracellular,bulk
NA,1160,1187,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1162,1319,2,SRR10013272,human,in vivo,extracellular,bulk
NA,1195,1273,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1201,1421,1,SRR10013272,human,in vivo,extracellular,bulk
NA,1284,1437,1,SRR10013272,human,in vivo,extracellular,bulk
NA,181,394,1,SRR10013272,human,in vivo,extracellular,bulk
NA,187,887,1,SRR10013272,human,in vivo,extracellular,bulk
NA,191,1270,1,SRR10013272,human,in vivo,extracellular,bulk
NA,191,728,1,SRR10013272,human,in vivo,extracellular,bulk
NA,195,660,3,SRR10013272,human,in vivo,extracellular,bulk
NA,243,1067,1,SRR10013272,human,in vivo,extracellular,bulk
NA,243,280,1,SRR10013272,human,in vivo,extracellular,bulk
NA,245,272,1,SRR10013272,human,in vivo,extracellular,bulk
NA,246,787,1,SRR10013272,human,in vivo,extracellular,bulk
NA,271,1069,2,SRR10013272,human,in vivo,extracellular,bulk
NA,272,1269,1,SRR10013272,human,in vivo,extracellular,bulk
NA,272,1465,1,SRR10013272,human,in vivo,extracellular,bulk
NA,307,738,1,SRR10013272,human,in vivo,extracellular,bulk
NA,313,1244,1,SRR10013272,human,in vivo,extracellular,bulk
NA,318,573,1,SRR10013272,human,in vivo,extracellular,bulk
NA,337,569,1,SRR10013272,human,in vivo,extracellular,bulk
NA,34,412,1,SRR10013272,human,in vivo,extracellular,bulk
NA,356,387,1,SRR10013272,human,in vivo,extracellular,bulk
NA,361,573,1,SRR10013272,human,in vivo,extracellular,bulk
NA,361,824,1,SRR10013272,human,in vivo,extracellular,bulk
NA,380,1064,2,SRR10013272,human,in vivo,extracellular,bulk
NA,380,1118,6,SRR10013272,human,in vivo,extracellular,bulk
NA,383,1269,1,SRR10013272,human,in vivo,extracellular,bulk
NA,390,998,1,SRR10013272,human,in vivo,extracellular,bulk
NA,393,636,7,SRR10013272,human,in vivo,extracellular,bulk
NA,404,777,16,SRR10013272,human,in vivo,extracellular,bulk
NA,416,689,1,SRR10013272,human,in vivo,extracellular,bulk
NA,426,1429,2,SRR10013272,human,in vivo,extracellular,bulk
NA,430,1361,1,SRR10013272,human,in vivo,extracellular,bulk
NA,439,786,1,SRR10013272,human,in vivo,extracellular,bulk
NA,442,809,1,SRR10013272,human,in vivo,extracellular,bulk
NA,451,1224,1,SRR10013272,human,in vivo,extracellular,bulk
NA,452,1136,1,SRR10013272,human,in vivo,extracellular,bulk
NA,455,1312,3,SRR10013272,human,in vivo,extracellular,bulk
NA,457,1230,4,SRR10013272,human,in vivo,extracellular,bulk
NA,458,1096,2,SRR10013272,human,in vivo,extracellular,bulk
NA,460,505,1,SRR10013272,human,in vivo,extracellular,bulk
NA,464,1007,1,SRR10013272,human,in vivo,extracellular,bulk
NA,465,596,3,SRR10013272,human,in vivo,extracellular,bulk
NA,466,1025,3,SRR10013272,human,in vivo,extracellular,bulk
NA,467,1468,1,SRR10013272,human,in vivo,extracellular,bulk
NA,47,789,1,SRR10013272,human,in vivo,extracellular,bulk
NA,484,1296,1,SRR10013272,human,in vivo,extracellular,bulk
NA,489,576,1,SRR10013272,human,in vivo,extracellular,bulk
NA,492,1066,1,SRR10013272,human,in vivo,extracellular,bulk
NA,492,1452,1,SRR10013272,human,in vivo,extracellular,bulk
NA,496,1075,1,SRR10013272,human,in vivo,extracellular,bulk
NA,496,1107,6,SRR10013272,human,in vivo,extracellular,bulk
NA,496,1336,1,SRR10013272,human,in vivo,extracellular,bulk
NA,49,1361,1,SRR10013272,human,in vivo,extracellular,bulk
NA,501,1296,1,SRR10013272,human,in vivo,extracellular,bulk
NA,505,672,1,SRR10013272,human,in vivo,extracellular,bulk
NA,515,1117,1,SRR10013272,human,in vivo,extracellular,bulk
NA,515,1222,1,SRR10013272,human,in vivo,extracellular,bulk
NA,515,567,1,SRR10013272,human,in vivo,extracellular,bulk
NA,531,1071,1,SRR10013272,human,in vivo,extracellular,bulk
NA,531,1292,1,SRR10013272,human,in vivo,extracellular,bulk
NA,537,1006,1,SRR10013272,human,in vivo,extracellular,bulk
NA,542,978,1,SRR10013272,human,in vivo,extracellular,bulk
NA,554,1425,1,SRR10013272,human,in vivo,extracellular,bulk
NA,555,1073,1,SRR10013272,human,in vivo,extracellular,bulk
NA,561,1301,1,SRR10013272,human,in vivo,extracellular,bulk
NA,563,1437,2,SRR10013272,human,in vivo,extracellular,bulk
NA,564,918,1,SRR10013272,human,in vivo,extracellular,bulk
NA,570,1468,1,SRR10013272,human,in vivo,extracellular,bulk
NA,584,1004,1,SRR10013272,human,in vivo,extracellular,bulk
NA,587,1436,3,SRR10013272,human,in vivo,extracellular,bulk
NA,596,1166,1,SRR10013272,human,in vivo,extracellular,bulk
NA,602,1445,1,SRR10013272,human,in vivo,extracellular,bulk
NA,604,1298,1,SRR10013272,human,in vivo,extracellular,bulk
NA,609,1322,1,SRR10013272,human,in vivo,extracellular,bulk
NA,611,1318,1,SRR10013272,human,in vivo,extracellular,bulk
NA,61,322,1,SRR10013272,human,in vivo,extracellular,bulk
NA,670,957,1,SRR10013272,human,in vivo,extracellular,bulk
NA,683,756,1,SRR10013272,human,in vivo,extracellular,bulk
NA,683,760,1,SRR10013272,human,in vivo,extracellular,bulk
NA,689,750,1,SRR10013272,human,in vivo,extracellular,bulk
NA,689,751,1,SRR10013272,human,in vivo,extracellular,bulk
NA,693,730,1,SRR10013272,human,in vivo,extracellular,bulk
NA,697,1143,1,SRR10013272,human,in vivo,extracellular,bulk
NA,716,903,2,SRR10013272,human,in vivo,extracellular,bulk
NA,718,905,8,SRR10013272,human,in vivo,extracellular,bulk
NA,719,906,1,SRR10013272,human,in vivo,extracellular,bulk
NA,731,1445,2,SRR10013272,human,in vivo,extracellular,bulk
NA,756,961,12,SRR10013272,human,in vivo,extracellular,bulk
NA,805,1443,1,SRR10013272,human,in vivo,extracellular,bulk
NA,835,1355,1,SRR10013272,human,in vivo,extracellular,bulk
NA,854,1066,1,SRR10013272,human,in vivo,extracellular,bulk
NA,906,960,1,SRR10013272,human,in vivo,extracellular,bulk
NA,918,1437,2,SRR10013272,human,in vivo,extracellular,bulk
NA,924,967,5,SRR10013272,human,in vivo,extracellular,bulk
NA,938,1467,1,SRR10013272,human,in vivo,extracellular,bulk
NA,945,1189,1,SRR10013272,human,in vivo,extracellular,bulk
NA,981,1335,2,SRR10013272,human,in vivo,extracellular,bulk
NP,1001,1072,1,SRR10013272,human,in vivo,extracellular,bulk
NP,1007,1061,1,SRR10013272,human,in vivo,extracellular,bulk
NP,1023,1052,1,SRR10013272,human,in vivo,extracellular,bulk
NP,1136,1658,1,SRR10013272,human,in vivo,extracellular,bulk
NP,1170,1339,1,SRR10013272,human,in vivo,extracellular,bulk
NP,1237,1570,1,SRR10013272,human,in vivo,extracellular,bulk
NP,1244,1370,1,SRR10013272,human,in vivo,extracellular,bulk
NP,126,1588,5,SRR10013272,human,in vivo,extracellular,bulk
NP,126,607,1,SRR10013272,human,in vivo,extracellular,bulk
NP,1320,1398,3,SRR10013272,human,in vivo,extracellular,bulk
NP,1336,1395,1,SRR10013272,human,in vivo,extracellular,bulk
NP,134,1386,7,SRR10013272,human,in vivo,extracellular,bulk
NP,1365,1445,3,SRR10013272,human,in vivo,extracellular,bulk
NP,137,1384,23,SRR10013272,human,in vivo,extracellular,bulk
NP,1564,1666,1,SRR10013272,human,in vivo,extracellular,bulk
NP,156,1442,3,SRR10013272,human,in vivo,extracellular,bulk
NP,1601,1687,1,SRR10013272,human,in vivo,extracellular,bulk
NP,1603,1635,1,SRR10013272,human,in vivo,extracellular,bulk
NP,1608,1631,1,SRR10013272,human,in vivo,extracellular,bulk
NP,170,1484,1,SRR10013272,human,in vivo,extracellular,bulk
NP,176,1737,1,SRR10013272,human,in vivo,extracellular,bulk
NP,196,1454,2,SRR10013272,human,in vivo,extracellular,bulk
NP,200,751,1,SRR10013272,human,in vivo,extracellular,bulk
NP,215,1484,2,SRR10013272,human,in vivo,extracellular,bulk
NP,216,1519,1,SRR10013272,human,in vivo,extracellular,bulk
NP,259,533,1,SRR10013272,human,in vivo,extracellular,bulk
NP,268,456,1,SRR10013272,human,in vivo,extracellular,bulk
NP,286,1103,1,SRR10013272,human,in vivo,extracellular,bulk
NP,286,1136,1,SRR10013272,human,in vivo,extracellular,bulk
NP,382,1451,1,SRR10013272,human,in vivo,extracellular,bulk
NP,392,1461,2,SRR10013272,human,in vivo,extracellular,bulk
NP,416,1233,1,SRR10013272,human,in vivo,extracellular,bulk
NP,456,1506,1,SRR10013272,human,in vivo,extracellular,bulk
NP,462,1537,2,SRR10013272,human,in vivo,extracellular,bulk
NP,472,1461,1,SRR10013272,human,in vivo,extracellular,bulk
NP,499,785,2,SRR10013272,human,in vivo,extracellular,bulk
NP,508,567,1,SRR10013272,human,in vivo,extracellular,bulk
NP,51,1354,2,SRR10013272,human,in vivo,extracellular,bulk
NP,522,1414,7,SRR10013272,human,in vivo,extracellular,bulk
NP,540,1227,1,SRR10013272,human,in vivo,extracellular,bulk
NP,61,1065,2,SRR10013272,human,in vivo,extracellular,bulk
NP,623,1457,1,SRR10013272,human,in vivo,extracellular,bulk
NP,661,1562,1,SRR10013272,human,in vivo,extracellular,bulk
NP,665,1177,1,SRR10013272,human,in vivo,extracellular,bulk
NP,680,1623,1,SRR10013272,human,in vivo,extracellular,bulk
NP,680,756,4,SRR10013272,human,in vivo,extracellular,bulk
NP,709,1308,1,SRR10013272,human,in vivo,extracellular,bulk
NP,724,1116,4,SRR10013272,human,in vivo,extracellular,bulk
NP,727,794,6,SRR10013272,human,in vivo,extracellular,bulk
NP,740,1263,4,SRR10013272,human,in vivo,extracellular,bulk
NP,804,1096,4,SRR10013272,human,in vivo,extracellular,bulk
NP,832,1571,10,SRR10013272,human,in vivo,extracellular,bulk
NP,844,930,5,SRR10013272,human,in vivo,extracellular,bulk
NP,878,1230,1,SRR10013272,human,in vivo,extracellular,bulk
NP,931,1130,1,SRR10013272,human,in vivo,extracellular,bulk
NP,937,1094,2,SRR10013272,human,in vivo,extracellular,bulk
NS,161,842,1,SRR10013272,human,in vivo,extracellular,bulk
NS,202,715,1,SRR10013272,human,in vivo,extracellular,bulk
NS,258,395,1,SRR10013272,human,in vivo,extracellular,bulk
NS,313,346,1,SRR10013272,human,in vivo,extracellular,bulk
NS,317,344,1,SRR10013272,human,in vivo,extracellular,bulk
NS,323,607,1,SRR10013272,human,in vivo,extracellular,bulk
NS,368,651,1,SRR10013272,human,in vivo,extracellular,bulk
NS,451,756,1,SRR10013272,human,in vivo,extracellular,bulk
NS,477,886,3,SRR10013272,human,in vivo,extracellular,bulk
NS,487,698,1,SRR10013272,human,in vivo,extracellular,bulk
NS,488,531,1,SRR10013272,human,in vivo,extracellular,bulk
NS,527,567,2,SRR10013272,human,in vivo,extracellular,bulk
NS,581,758,1,SRR10013272,human,in vivo,extracellular,bulk
NS,619,641,1,SRR10013272,human,in vivo,extracellular,bulk
NS,631,653,1,SRR10013272,human,in vivo,extracellular,bulk
NS,681,709,1,SRR10013272,human,in vivo,extracellular,bulk
NS,702,800,1,SRR10013272,human,in vivo,extracellular,bulk
NS,708,893,2,SRR10013272,human,in vivo,extracellular,bulk
NS,717,861,1,SRR10013272,human,in vivo,extracellular,bulk
PA,1005,1483,1,SRR10013272,human,in vivo,extracellular,bulk
PA,1019,1494,2,SRR10013272,human,in vivo,extracellular,bulk
PA,1030,1734,2,SRR10013272,human,in vivo,extracellular,bulk
PA,1049,1709,1,SRR10013272,human,in vivo,extracellular,bulk
PA,1050,1846,1,SRR10013272,human,in vivo,extracellular,bulk
PA,1053,1445,2,SRR10013272,human,in vivo,extracellular,bulk
PA,1065,1539,5,SRR10013272,human,in vivo,extracellular,bulk
PA,1079,1371,9,SRR10013272,human,in vivo,extracellular,bulk
PA,1102,1718,1,SRR10013272,human,in vivo,extracellular,bulk
PA,1121,1207,4,SRR10013272,human,in vivo,extracellular,bulk
PA,1149,1331,2,SRR10013272,human,in vivo,extracellular,bulk
PA,1223,1862,1,SRR10013272,human,in vivo,extracellular,bulk
PA,1226,2126,1,SRR10013272,human,in vivo,extracellular,bulk
PA,1245,1595,1,SRR10013272,human,in vivo,extracellular,bulk
PA,124,637,1,SRR10013272,human,in vivo,extracellular,bulk
PA,1280,1335,1,SRR10013272,human,in vivo,extracellular,bulk
PA,1282,1337,2,SRR10013272,human,in vivo,extracellular,bulk
PA,1293,1430,8,SRR10013272,human,in vivo,extracellular,bulk
PA,1332,1391,1,SRR10013272,human,in vivo,extracellular,bulk
PA,1334,1883,1,SRR10013272,human,in vivo,extracellular,bulk
PA,139,2030,11,SRR10013272,human,in vivo,extracellular,bulk
PA,1455,1713,1,SRR10013272,human,in vivo,extracellular,bulk
PA,153,1143,1,SRR10013272,human,in vivo,extracellular,bulk
PA,1588,1708,1,SRR10013272,human,in vivo,extracellular,bulk
PA,169,1330,1,SRR10013272,human,in vivo,extracellular,bulk
PA,188,1485,1,SRR10013272,human,in vivo,extracellular,bulk
PA,189,1321,7,SRR10013272,human,in vivo,extracellular,bulk
PA,190,1335,1,SRR10013272,human,in vivo,extracellular,bulk
PA,191,1884,1,SRR10013272,human,in vivo,extracellular,bulk
PA,193,999,1,SRR10013272,human,in vivo,extracellular,bulk
PA,194,1911,1,SRR10013272,human,in vivo,extracellular,bulk
PA,2028,2071,1,SRR10013272,human,in vivo,extracellular,bulk
PA,2041,2102,2,SRR10013272,human,in vivo,extracellular,bulk
PA,206,2019,5,SRR10013272,human,in vivo,extracellular,bulk
PA,211,512,1,SRR10013272,human,in vivo,extracellular,bulk
PA,215,1527,1,SRR10013272,human,in vivo,extracellular,bulk
PA,220,1408,1,SRR10013272,human,in vivo,extracellular,bulk
PA,220,613,2,SRR10013272,human,in vivo,extracellular,bulk
PA,221,1439,2,SRR10013272,human,in vivo,extracellular,bulk
PA,222,517,1,SRR10013272,human,in vivo,extracellular,bulk
PA,222,909,2,SRR10013272,human,in vivo,extracellular,bulk
PA,227,1527,1,SRR10013272,human,in vivo,extracellular,bulk
PA,229,916,1,SRR10013272,human,in vivo,extracellular,bulk
PA,245,640,1,SRR10013272,human,in vivo,extracellular,bulk
PA,246,2099,7,SRR10013272,human,in vivo,extracellular,bulk
PA,261,907,3,SRR10013272,human,in vivo,extracellular,bulk
PA,263,1728,2,SRR10013272,human,in vivo,extracellular,bulk
PA,263,2061,7,SRR10013272,human,in vivo,extracellular,bulk
PA,270,1182,3,SRR10013272,human,in vivo,extracellular,bulk
PA,278,747,1,SRR10013272,human,in vivo,extracellular,bulk
PA,27,49,8,SRR10013272,human,in vivo,extracellular,bulk
PA,280,1315,5,SRR10013272,human,in vivo,extracellular,bulk
PA,282,328,1,SRR10013272,human,in vivo,extracellular,bulk
PA,289,1230,1,SRR10013272,human,in vivo,extracellular,bulk
PA,290,680,1,SRR10013272,human,in vivo,extracellular,bulk
PA,313,1435,1,SRR10013272,human,in vivo,extracellular,bulk
PA,313,1833,1,SRR10013272,human,in vivo,extracellular,bulk
PA,315,447,1,SRR10013272,human,in vivo,extracellular,bulk
PA,319,2075,1,SRR10013272,human,in vivo,extracellular,bulk
PA,337,1367,2,SRR10013272,human,in vivo,extracellular,bulk
PA,338,1999,1,SRR10013272,human,in vivo,extracellular,bulk
PA,342,887,1,SRR10013272,human,in vivo,extracellular,bulk
PA,357,1708,1,SRR10013272,human,in vivo,extracellular,bulk
PA,372,1888,1,SRR10013272,human,in vivo,extracellular,bulk
PA,406,1894,1,SRR10013272,human,in vivo,extracellular,bulk
PA,416,1867,139,SRR10013272,human,in vivo,extracellular,bulk
PA,419,1006,1,SRR10013272,human,in vivo,extracellular,bulk
PA,421,1811,24,SRR10013272,human,in vivo,extracellular,bulk
PA,423,1953,12,SRR10013272,human,in vivo,extracellular,bulk
PA,425,1878,1,SRR10013272,human,in vivo,extracellular,bulk
PA,425,900,1,SRR10013272,human,in vivo,extracellular,bulk
