Segment,Start,End,NGS_read_count,ACC_num,Replicate,Cells,Context,Compartment,Resolution,Time
PA,482,1624,7,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,482,1812,363,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,482,1815,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,483,2039,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,491,1657,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,500,1475,9,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,502,1724,77,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,505,1163,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,505,1719,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,506,1720,13,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,507,1706,8,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,520,1570,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,522,1811,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,522,1812,122,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,524,1723,16,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,525,1584,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,526,1635,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,527,1488,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,527,1737,67,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,528,562,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,529,1626,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,529,1637,91,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,530,1656,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,531,1626,186,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,532,1658,547,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,533,1230,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,533,1659,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,536,795,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,537,1125,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,537,2030,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,543,1575,11,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,544,1080,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,547,590,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,549,1632,383,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,549,1738,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,554,1786,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,559,1645,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,560,2075,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,564,1668,63,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,571,1711,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,572,1959,5,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,582,649,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,585,1650,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,585,1770,7,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,588,2097,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,595,1387,25,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,595,2113,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,595,934,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,596,1388,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,596,630,6,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,601,1843,13,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,609,1479,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,625,1820,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,626,1560,29,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,628,1530,8,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,629,1343,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,636,1553,80,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,639,1491,113,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,639,1556,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,639,1652,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,643,2185,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,650,1557,40,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,656,1799,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,658,1768,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,662,772,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,663,1294,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,663,1381,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,666,1533,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,666,1563,19,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,668,1535,113,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,671,1460,8,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,671,1744,11,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,672,2202,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,676,2199,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,677,1473,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,680,777,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,681,1209,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,686,1584,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,695,1540,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,698,1543,28,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,715,1673,6,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,743,1778,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,748,1531,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,749,1211,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,769,1520,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,770,1792,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,774,1413,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,776,1381,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,776,1541,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,776,1985,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,791,1037,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,803,1424,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,811,2185,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,812,1241,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,817,1017,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,818,1170,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,825,1160,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,827,878,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,856,1777,6,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,856,990,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,857,1651,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,857,1771,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,860,2120,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,862,1795,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,867,906,8,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,878,1131,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,919,1850,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,919,2114,12,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,925,1106,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PA,975,1366,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1048,1072,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1066,1951,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1093,1407,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1095,1881,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1099,1413,15,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1107,1181,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1134,1846,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,113,799,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,116,2157,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1175,2131,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1185,1966,5,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1205,1378,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1227,1262,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1238,1291,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,129,2070,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,129,2172,83,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,131,2108,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1365,1829,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1367,1494,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,137,2139,7,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,142,2000,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,142,2140,6,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1485,1514,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,148,2136,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,150,2138,452,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,150,2191,18,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1511,2130,7,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,151,2124,14,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,152,2140,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1559,1624,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1560,1625,90,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1562,1618,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,159,2135,164,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1600,1869,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,160,2068,277,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,160,2186,58,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1612,2010,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,161,2137,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,162,2091,1468,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,162,2093,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,163,206,9,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,166,2027,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,168,2191,14,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1692,1715,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1693,1766,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,170,1938,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,172,2020,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,173,2126,1184,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,174,2089,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,174,2127,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,176,2055,14,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,176,207,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,176,2091,449,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,176,2168,6,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,176,268,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,182,2128,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,184,2129,50,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1868,1914,58,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1888,2076,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,189,2117,219,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1909,1934,23,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,192,2120,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1952,2292,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1977,2049,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1980,2019,182,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1980,2049,294,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,1982,2051,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2014,2162,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2025,2080,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2025,2082,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2025,2083,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2027,2081,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2027,2082,3216,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2027,2083,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2027,2084,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2028,2083,7,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,202,2031,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,202,2095,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,202,2101,133,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,202,2128,95,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2035,2104,512,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,203,2032,2922,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,203,2039,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,203,2102,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,204,1562,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,204,2046,427,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,204,2049,24,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,204,2108,13,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,204,2123,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,204,2129,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,204,374,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,205,2034,21,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,205,2072,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,206,2053,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,207,2054,2389,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,207,2055,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,207,2059,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,207,2099,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2084,2124,167,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,208,2055,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2090,2130,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2094,2117,49,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,209,2105,8,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,210,2101,403,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,211,2077,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,211,2098,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,211,2099,333,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,211,2102,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,212,2144,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,213,2075,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,213,2124,8,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,213,294,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,214,2031,78,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,214,2070,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,215,2069,17,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,217,2000,185,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,217,2071,8479,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,217,2143,318,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,218,2055,54,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,218,2072,17,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,218,2126,6,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,219,1944,6,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,219,2065,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2214,2236,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,221,2067,46,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,221,753,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,223,2115,9,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2252,2295,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,2259,2299,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,225,2016,16,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,225,375,6,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,225,952,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,229,2021,12,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,235,2122,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,237,590,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,241,2022,20,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,241,2026,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,241,2067,22,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,249,2014,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,262,2019,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,264,2020,855,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,265,2021,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,266,2161,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,267,2059,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,270,2184,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,271,1949,249,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,273,1940,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,274,1964,53,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,275,1506,12,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,275,1968,28,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,275,2071,18,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,276,1943,1376,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,280,1939,78,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,281,2116,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,281,2117,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,282,2026,239,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,282,2117,2162,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,283,2118,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,286,2031,10,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,292,1735,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,292,1787,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,293,1985,33,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,293,2029,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,294,2039,469,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,295,1924,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,295,1942,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,295,2040,3,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,297,1971,471,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,297,1973,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,298,2005,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,300,2011,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,302,2105,65,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,303,2010,143,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,303,2013,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,306,1918,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,307,1617,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,307,1983,6,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,308,1920,548,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,308,2030,604,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,310,1865,75,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,311,1866,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,323,1908,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,327,1913,260,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,327,2188,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,328,1918,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,328,2006,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,328,2124,32,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,329,1915,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,329,1919,528,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,331,2053,4,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,334,1937,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,335,1896,49,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,335,1908,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,335,1910,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,335,1912,416,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,335,1941,205,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,335,2029,38,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,335,2037,14,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,336,1928,5,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,336,1942,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,336,2053,84,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,337,2033,20,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,338,1930,2534,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,339,1931,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,341,1830,401,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,342,1942,568,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,342,1967,5,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,343,1986,7,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,345,1860,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,349,1829,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,351,1837,38,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,352,1856,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,353,1857,15,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,354,424,1,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,355,425,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
PB1,356,1877,2,SRR15720522,e21,A549,in vitro,extracellular,bulk,48hpi
